champion_name,tier_rank,tier,counters_list,win_rate_list,role
Illaoi,PLATINUM_PLUS,2,"['Mordekaiser', 'Kayle', 'Tryndamere', 'Syndra', 'Aurelion Sol']","['14', '23', '27', '33', '36']",MID
Ekko,PLATINUM_PLUS,3,"['Sylas', 'Kassadin', 'LeBlanc', 'Annie', 'Anivia']","['46', '46', '47', '47', '49']",MID
Akshan,PLATINUM_PLUS,2,"['Anivia', 'Ekko', 'Cassiopeia', 'Yasuo', 'Pantheon']","['45', '45', '46', '49', '49']",MID
Anivia,PLATINUM_PLUS,2,"['Talon', 'Kassadin', ""Vel'Koz"", 'Cassiopeia', 'Annie']","['47', '47', '48', '48', '49']",MID
Brand,PLATINUM_PLUS,3,"['Fizz', 'Xerath', 'Viktor', 'Akshan', 'Qiyana']","['42', '44', '45', '46', '48']",MID
Quinn,PLATINUM_PLUS,2,"['Lissandra', 'Annie', 'Ekko', 'Akshan', 'Anivia']","['32', '39', '44', '44', '46']",MID
Cassiopeia,PLATINUM_PLUS,3,"['Taliyah', 'Zoe', 'Veigar', 'Aurelion Sol', 'Talon']","['44', '46', '47', '47', '48']",MID
Kassadin,PLATINUM_PLUS,2,"['Swain', 'Tristana', 'Akshan', 'Talon', 'Lissandra']","['46', '47', '48', '48', '48']",MID
Naafiri,PLATINUM_PLUS,3,"['Taliyah', 'Tristana', 'Swain', 'Talon', 'Neeko']","['42', '44', '46', '47', '47']",MID
Kennen,PLATINUM_PLUS,3,"['Zoe', 'Kassadin', 'Anivia', 'Qiyana', 'Vladimir']","['42', '46', '46', '46', '47']",MID
Nasus,PLATINUM_PLUS,2,"['Neeko', 'Anivia', 'Pantheon', 'Aurelion Sol', 'Vladimir']","['44', '45', '46', '48', '48']",MID
Fiddlesticks,PLATINUM_PLUS,2,"['Ryze', 'Aurelion Sol', 'Vex', 'Sylas', 'Kassadin']","['29', '39', '40', '45', '47']",MID
AurelionSol,PLATINUM_PLUS,3,"['Fizz', 'Kassadin', 'Talon', 'Taliyah', 'Yone']","['44', '46', '47', '47', '48']",MID
Heimerdinger,PLATINUM_PLUS,3,"['Tristana', ""Vel'Koz"", 'Annie', 'Brand', 'Galio']","['34', '35', '38', '40', '42']",MID
Pantheon,PLATINUM_PLUS,3,"['Diana', 'Zoe', 'Malzahar', 'Vladimir', 'Anivia']","['44', '45', '47', '47', '47']",MID
Kled,PLATINUM_PLUS,3,"['Brand', 'Vex', 'Anivia', 'Taliyah', 'Ekko']","['31', '32', '35', '36', '41']",MID
Garen,PLATINUM_PLUS,3,"['Akshan', 'Lissandra', 'Diana', 'Zoe', 'Viktor']","['44', '45', '45', '47', '48']",MID
Zilean,PLATINUM_PLUS,3,"['Tristana', 'Anivia', 'Viktor', 'Naafiri', 'Ahri']","['35', '38', '42', '45', '45']",MID
Neeko,PLATINUM_PLUS,3,"['Kassadin', 'Brand', 'Irelia', 'Katarina', 'Galio']","['46', '48', '48', '49', '49']",MID
Vex,PLATINUM_PLUS,2,"['Anivia', 'Kassadin', 'Swain', 'Syndra', 'Diana']","['45', '47', '49', '49', '49']",MID
Ornn,PLATINUM_PLUS,4,"['Cassiopeia', 'Vladimir', 'Galio', 'Twisted Fate', 'Diana']","['9', '29', '36', '40', '40']",MID
Diana,PLATINUM_PLUS,3,"['Lissandra', 'Vladimir', 'Cassiopeia', 'Galio', 'Kassadin']","['45', '46', '47', '48', '48']",MID
Viktor,PLATINUM_PLUS,2,"['Talon', 'Galio', 'Xerath', 'Akshan', 'Kassadin']","['47', '48', '48', '48', '48']",MID
Twitch,PLATINUM_PLUS,3,"['Diana', 'Akshan', 'Xerath', 'Aurelion Sol', 'Irelia']","['38', '38', '39', '39', '40']",MID
Katarina,PLATINUM_PLUS,2,"['Vladimir', 'Kassadin', 'Galio', 'Malzahar', 'Akshan']","['46', '47', '48', '48', '48']",MID
Malzahar,PLATINUM_PLUS,2,"['Swain', 'Fizz', 'Akshan', 'Twisted Fate', 'Tristana']","['47', '48', '48', '48', '49']",MID
Gragas,PLATINUM_PLUS,3,"['Neeko', 'Ryze', 'Vex', 'Malzahar', 'Ekko']","['38', '43', '44', '45', '45']",MID
Veigar,PLATINUM_PLUS,2,"['Twisted Fate', 'Xerath', 'LeBlanc', 'Swain', 'Naafiri']","['47', '47', '49', '49', '50']",MID
Karthus,PLATINUM_PLUS,4,"['Sylas', 'Qiyana', 'Cassiopeia', 'Fizz', 'Galio']","['40', '41', '42', '42', '42']",MID
Kayle,PLATINUM_PLUS,3,"[""Vel'Koz"", 'Viktor', 'Azir', 'Cassiopeia', 'Pantheon']","['42', '45', '45', '46', '47']",MID
Aatrox,PLATINUM_PLUS,3,"['Nasus', 'Zoe', ""K'Sante"", 'Malphite', 'Aurelion Sol']","['38', '39', '42', '42', '44']",MID
Yasuo,PLATINUM_PLUS,1,"['Swain', 'Taliyah', 'Malzahar', 'Aurelion Sol', 'Renekton']","['44', '44', '45', '45', '46']",MID
Teemo,PLATINUM_PLUS,4,"['Aurelion Sol', 'Swain', 'Xerath', 'Neeko', 'Galio']","['20', '29', '29', '31', '33']",MID
Annie,PLATINUM_PLUS,3,"['Galio', 'Swain', 'Viktor', 'Talon', 'Lux']","['43', '45', '47', '47', '48']",MID
Renekton,PLATINUM_PLUS,3,"['Lissandra', 'Riven', 'Xerath', 'Ahri', 'Syndra']","['38', '39', '40', '42', '44']",MID
Rumble,PLATINUM_PLUS,3,"['Diana', 'Neeko', 'Jayce', 'Veigar', 'Syndra']","['44', '44', '46', '47', '48']",MID
Jayce,PLATINUM_PLUS,3,"['Tristana', 'Anivia', 'Talon', 'Malphite', 'Vladimir']","['45', '45', '46', '46', '46']",MID
Lissandra,PLATINUM_PLUS,3,"['Annie', 'Cassiopeia', 'Anivia', 'Veigar', 'Aurelion Sol']","['44', '46', '46', '47', '47']",MID
Sett,PLATINUM_PLUS,3,"['Anivia', 'Lux', 'Twisted Fate', 'Diana', 'Aatrox']","['36', '41', '43', '44', '47']",MID
Urgot,PLATINUM_PLUS,3,"['Gangplank', 'Talon', 'Annie', 'Veigar', 'Vladimir']","['33', '38', '38', '38', '38']",MID
Ksante,PLATINUM_PLUS,4,"['Renekton', 'Aurelion Sol', 'Lissandra', 'Viktor', 'Talon']","['31', '34', '39', '40', '44']",MID
Qiyana,PLATINUM_PLUS,3,"['Malphite', 'Diana', 'Swain', 'Anivia', 'Naafiri']","['40', '43', '44', '45', '46']",MID
Tristana,PLATINUM_PLUS,3,"['Malphite', 'Vladimir', 'Talon', 'Qiyana', 'Taliyah']","['44', '46', '47', '48', '48']",MID
TahmKench,PLATINUM_PLUS,3,"[""Vel'Koz"", 'Malzahar', 'Xerath', 'Viktor', 'Naafiri']","['33', '38', '38', '39', '40']",MID
Nunu,PLATINUM_PLUS,4,"['Kassadin', 'Qiyana', 'Cassiopeia', 'Katarina', 'Sylas']","['38', '39', '40', '41', '42']",MID
Akali,PLATINUM_PLUS,1,"['Galio', 'Annie', 'Talon', 'Twisted Fate', 'Akshan']","['44', '46', '46', '47', '47']",MID
Mordekaiser,PLATINUM_PLUS,3,"['Lissandra', 'Akshan', 'Cassiopeia', 'Aurelion Sol', 'Aatrox']","['35', '37', '37', '38', '43']",MID
Zed,PLATINUM_PLUS,1,"['Malphite', 'Anivia', 'Sylas', 'Vladimir', 'Qiyana']","['45', '46', '46', '47', '47']",MID
Shen,PLATINUM_PLUS,4,"['Anivia', 'Akshan', 'Zoe', 'Vex', 'Naafiri']","['14', '27', '27', '29', '30']",MID
Velkoz,PLATINUM_PLUS,3,"['Akshan', 'Tristana', 'Diana', 'Ekko', 'Twisted Fate']","['45', '45', '46', '47', '47']",MID
Malphite,PLATINUM_PLUS,3,"['Aurelion Sol', 'Sylas', 'Xerath', 'Twisted Fate', 'Ekko']","['40', '41', '43', '44', '45']",MID
Zoe,PLATINUM_PLUS,3,"['Anivia', 'Kassadin', 'Neeko', 'Malzahar', 'Naafiri']","['44', '45', '46', '46', '46']",MID
Morgana,PLATINUM_PLUS,2,"['Akshan', 'Annie', 'Ryze', 'Lux', 'Talon']","['35', '38', '44', '44', '46']",MID
Pyke,PLATINUM_PLUS,3,"['Kassadin', 'Ryze', 'Vladimir', 'Malphite', 'Swain']","['28', '33', '37', '38', '41']",MID
Gwen,PLATINUM_PLUS,3,"['Ahri', 'Twisted Fate', 'Fizz', 'Veigar', 'Kassadin']","['31', '33', '37', '38', '42']",MID
Orianna,PLATINUM_PLUS,1,"['Aurelion Sol', 'Akshan', 'Xerath', 'Anivia', 'Zoe']","['48', '48', '48', '48', '49']",MID
Yone,PLATINUM_PLUS,1,"['Vex', 'Akshan', 'Neeko', 'Annie', 'Syndra']","['46', '47', '47', '47', '48']",MID
Sion,PLATINUM_PLUS,4,"['Akshan', 'Anivia', 'Aatrox', 'Aurelion Sol', 'Galio']","['38', '39', '40', '41', '41']",MID
Yorick,PLATINUM_PLUS,3,"['Malzahar', 'Kassadin', 'Aatrox', 'Ryze', 'Anivia']","['33', '36', '37', '41', '42']",MID
Azir,PLATINUM_PLUS,3,"['Xerath', 'Ekko', 'Qiyana', 'Taliyah', 'Viktor']","['43', '44', '44', '45', '45']",MID
Gangplank,PLATINUM_PLUS,4,"['Aurelion Sol', 'Viktor', 'Xerath', 'Akshan', 'Talon']","['34', '41', '43', '43', '43']",MID
Kaisa,PLATINUM_PLUS,4,"['Tristana', 'Neeko', 'Diana', 'Vex', 'Fizz']","['33', '35', '35', '39', '40']",MID
Chogath,PLATINUM_PLUS,4,"['Annie', 'Viktor', 'Galio', 'Anivia', 'Akshan']","['41', '41', '43', '44', '44']",MID
Ahri,PLATINUM_PLUS,2,"['Talon', 'Akshan', 'Diana', 'Twisted Fate', 'Xerath']","['48', '48', '48', '49', '49']",MID
Ziggs,PLATINUM_PLUS,3,"['Diana', 'Ekko', 'Talon', 'Naafiri', 'Viktor']","['42', '44', '45', '46', '46']",MID
Seraphine,PLATINUM_PLUS,4,"['Diana', 'Taliyah', 'Fizz', ""Vel'Koz"", 'Pantheon']","['38', '38', '39', '41', '43']",MID
LeBlanc,PLATINUM_PLUS,3,"['Naafiri', 'Akshan', 'Malzahar', 'Xerath', 'Vex']","['42', '45', '45', '45', '46']",MID
XinZhao,PLATINUM_PLUS,3,"['Irelia', 'Xerath', 'Lissandra', 'Vladimir', 'Neeko']","['33', '35', '38', '42', '42']",MID
Varus,PLATINUM_PLUS,5,"['Neeko', 'Ekko', 'Ryze', 'Veigar', 'Syndra']","['31', '33', '35', '37', '39']",MID
Ezreal,PLATINUM_PLUS,4,"['Akshan', 'Cassiopeia', 'Ziggs', 'Diana', 'Ekko']","['31', '32', '38', '39', '39']",MID
Hwei,PLATINUM_PLUS,2,"['Fizz', 'Talon', 'Akshan', 'Aurelion Sol', 'Ziggs']","['34', '35', '36', '36', '36']",MID
Ryze,PLATINUM_PLUS,3,"['Malzahar', 'Naafiri', 'Aurelion Sol', 'Annie', 'Pantheon']","['45', '45', '46', '46', '46']",MID
Shyvana,PLATINUM_PLUS,4,"['Swain', 'Ryze', 'Cassiopeia', 'Ekko', 'Diana']","['17', '22', '29', '32', '33']",MID
Karma,PLATINUM_PLUS,5,"['Aurelion Sol', 'Lux', 'Annie', 'Diana', 'Talon']","['28', '32', '35', '35', '36']",MID
Zyra,PLATINUM_PLUS,4,"['Aurelion Sol', 'Tristana', 'Ryze', 'Vladimir', ""Vel'Koz""]","['36', '37', '41', '42', '42']",MID
Kogmaw,PLATINUM_PLUS,4,"['Naafiri', 'Annie', 'Aurelion Sol', 'Kassadin', 'Ekko']","['13', '29', '32', '37', '38']",MID
Corki,PLATINUM_PLUS,4,"['Kassadin', 'Vladimir', 'Xerath', 'Ekko', 'Annie']","['40', '41', '42', '43', '44']",MID
Lucian,PLATINUM_PLUS,5,"['Naafiri', 'Qiyana', 'Neeko', 'Cassiopeia', 'Viktor']","['26', '32', '33', '35', '37']",MID
Karthus,PLATINUM_PLUS,2,"['Kalista', ""Kog'Maw"", 'Lucian']","['44', '45', '49']",ADC
Vayne,PLATINUM_PLUS,1,['Seraphine'],['48'],ADC
Yasuo,PLATINUM_PLUS,3,"['Nilah', 'Vayne', ""Kog'Maw"", 'Seraphine', 'Kalista']","['45', '46', '47', '48', '48']",ADC
Jhin,PLATINUM_PLUS,1,['Vayne'],['50'],ADC
Swain,PLATINUM_PLUS,2,"[""Kog'Maw"", 'Sivir', 'Seraphine']","['40', '48', '49']",ADC
Ezreal,PLATINUM_PLUS,1,"['Vayne', 'Yasuo', 'Jhin', 'Nilah', ""Kog'Maw""]","['48', '49', '50', '50', '50']",ADC
Cassiopeia,PLATINUM_PLUS,2,['Tristana'],['43'],ADC
Ashe,PLATINUM_PLUS,2,"['Seraphine', 'Ziggs']","['45', '49']",ADC
Jinx,PLATINUM_PLUS,2,"['Twitch', 'Ziggs']","['49', '49']",ADC
Twitch,PLATINUM_PLUS,2,"['Seraphine', 'Yasuo', 'Nilah']","['48', '49', '50']",ADC
Brand,PLATINUM_PLUS,2,"['Yasuo', 'Tristana', 'Ziggs', 'Aphelios', 'Sivir']","['39', '47', '48', '48', '48']",ADC
Ziggs,PLATINUM_PLUS,3,"['Seraphine', 'Vayne', 'Yasuo', 'Twitch']","['46', '47', '48', '50']",ADC
Heimerdinger,PLATINUM_PLUS,2,"['Nilah', 'Vayne', 'Draven']","['44', '48', '48']",ADC
TahmKench,PLATINUM_PLUS,2,"['Zeri', 'Tristana']","['47', '48']",ADC
Seraphine,PLATINUM_PLUS,2,[],[],ADC
Nilah,PLATINUM_PLUS,3,"['Ziggs', 'Sivir', ""Kog'Maw"", 'Vayne', 'Xayah']","['47', '47', '48', '49', '49']",ADC
AurelionSol,PLATINUM_PLUS,2,"['Draven', 'Twitch']","['45', '48']",ADC
Draven,PLATINUM_PLUS,3,"['Yasuo', 'Seraphine', 'Nilah', 'Ezreal', 'Twitch']","['47', '48', '49', '50', '50']",ADC
Veigar,PLATINUM_PLUS,2,"['Kalista', ""Kog'Maw"", 'Seraphine']","['45', '47', '48']",ADC
Kalista,PLATINUM_PLUS,4,"['Ziggs', 'Vayne', 'Twitch', 'Miss Fortune', 'Nilah']","['47', '48', '48', '48', '48']",ADC
MissFortune,PLATINUM_PLUS,2,"['Ziggs', ""Kog'Maw""]","['49', '50']",ADC
Kogmaw,PLATINUM_PLUS,3,"['Seraphine', 'Twitch', 'Vayne', 'Ashe']","['38', '48', '49', '50']",ADC
Varus,PLATINUM_PLUS,3,"['Ziggs', 'Ezreal', 'Jhin', 'Ashe', 'Lucian']","['48', '49', '50', '50', '50']",ADC
Samira,PLATINUM_PLUS,2,"['Nilah', 'Jinx', 'Ziggs', 'Xayah', 'Twitch']","['47', '48', '49', '50', '50']",ADC
Quinn,PLATINUM_PLUS,2,"['Vayne', 'Xayah', 'Zeri', 'Caitlyn', 'Jhin']","['47', '47', '48', '48', '48']",ADC
Xayah,PLATINUM_PLUS,3,"['Ziggs', 'Ashe', 'Jhin', 'Ezreal', 'Vayne']","['45', '48', '48', '48', '48']",ADC
Kaisa,PLATINUM_PLUS,2,"[""Kog'Maw"", 'Nilah', 'Ashe', 'Twitch', 'Vayne']","['45', '47', '48', '48', '48']",ADC
Akshan,PLATINUM_PLUS,3,"['Twitch', 'Sivir', 'Samira', 'Jinx', 'Kalista']","['40', '40', '41', '44', '44']",ADC
Aphelios,PLATINUM_PLUS,5,"['Twitch', 'Ziggs', 'Miss Fortune', 'Samira', 'Ashe']","['45', '46', '46', '47', '47']",ADC
Senna,PLATINUM_PLUS,4,"['Kalista', 'Varus', 'Ziggs', 'Ashe', 'Nilah']","['36', '45', '45', '46', '47']",ADC
Chogath,PLATINUM_PLUS,5,"[""Kog'Maw"", 'Seraphine', 'Ashe', 'Zeri', 'Twitch']","['36', '38', '40', '40', '41']",ADC
Lucian,PLATINUM_PLUS,2,"['Ashe', ""Kog'Maw"", 'Vayne', 'Ziggs', 'Jhin']","['49', '49', '50', '50', '50']",ADC
TwistedFate,PLATINUM_PLUS,4,"['Aphelios', 'Yasuo', 'Miss Fortune', 'Samira', 'Swain']","['29', '33', '34', '41', '43']",ADC
Hwei,PLATINUM_PLUS,5,"['Seraphine', 'Vayne', 'Kalista', 'Yasuo', 'Samira']","['35', '37', '38', '40', '40']",ADC
Caitlyn,PLATINUM_PLUS,2,"['Seraphine', 'Ziggs', 'Jhin', 'Ashe', 'Twitch']","['46', '48', '49', '50', '50']",ADC
Tristana,PLATINUM_PLUS,3,"['Nilah', 'Vayne', 'Twitch', 'Draven', 'Samira']","['48', '49', '49', '50', '50']",ADC
Sivir,PLATINUM_PLUS,3,"['Vayne', 'Twitch', 'Draven', 'Jhin', 'Kalista']","['46', '47', '49', '49', '49']",ADC
Teemo,PLATINUM_PLUS,5,"['Kalista', 'Jinx', 'Twitch', 'Tristana', 'Samira']","['36', '37', '38', '39', '42']",ADC
Velkoz,PLATINUM_PLUS,3,"['Kalista', 'Twitch', 'Aphelios', 'Vayne', 'Tristana']","['25', '26', '44', '44', '45']",ADC
Zeri,PLATINUM_PLUS,5,"[""Kog'Maw"", 'Vayne', 'Twitch', 'Draven', 'Sivir']","['45', '46', '46', '46', '48']",ADC
Corki,PLATINUM_PLUS,5,"['Veigar', 'Sivir', 'Ziggs', 'Jhin', 'Tristana']","['17', '20', '36', '37', '39']",ADC
Rakan,PLATINUM_PLUS,1,"['Taric', 'Senna']","['50', '50']",SUPPORT
Janna,PLATINUM_PLUS,1,"['Sona', 'Zyra', 'Senna']","['48', '49', '50']",SUPPORT
Taliyah,PLATINUM_PLUS,2,"['Heimerdinger', 'Taric', 'Pantheon', ""Vel'Koz"", 'Milio']","['33', '38', '43', '43', '44']",SUPPORT
Sylas,PLATINUM_PLUS,2,"['Shaco', 'Taric', ""Vel'Koz"", 'Pantheon', 'Braum']","['40', '45', '45', '46', '47']",SUPPORT
Poppy,PLATINUM_PLUS,2,"['Braum', 'Bard', 'Maokai', 'Soraka', 'Lulu']","['44', '45', '47', '48', '48']",SUPPORT
Bard,PLATINUM_PLUS,2,"['Janna', 'Xerath', 'Morgana', 'Maokai', 'Brand']","['49', '49', '50', '50', '50']",SUPPORT
Zac,PLATINUM_PLUS,2,"['Taric', 'Neeko', 'Renata Glasc', 'Sona', 'Janna']","['38', '45', '46', '46', '47']",SUPPORT
Xerath,PLATINUM_PLUS,1,"['Maokai', 'Janna', 'Milio', 'Sylas', 'Rakan']","['48', '49', '49', '50', '50']",SUPPORT
Zyra,PLATINUM_PLUS,1,"['Maokai', 'Sona']","['49', '50']",SUPPORT
Senna,PLATINUM_PLUS,1,"['Zyra', 'Xerath', 'Blitzcrank']","['48', '49', '49']",SUPPORT
Brand,PLATINUM_PLUS,2,"['Maokai', 'Xerath', 'Janna', 'Sona', 'Taric']","['44', '47', '48', '48', '48']",SUPPORT
Blitzcrank,PLATINUM_PLUS,1,"['Rakan', 'Braum', 'Taric', 'Maokai', 'Leona']","['48', '49', '49', '49', '49']",SUPPORT
Soraka,PLATINUM_PLUS,2,"['Maokai', 'Bard', 'Blitzcrank', 'Sona', 'Zyra']","['48', '49', '49', '49', '50']",SUPPORT
Shaco,PLATINUM_PLUS,2,"['Milio', 'Sona', 'Janna', 'Soraka', 'Lulu']","['45', '45', '46', '48', '48']",SUPPORT
Lux,PLATINUM_PLUS,1,"['Xerath', 'Maokai', 'Blitzcrank', 'Twitch', 'Sona']","['47', '48', '48', '49', '49']",SUPPORT
Taric,PLATINUM_PLUS,2,"['Karma', 'Bard', 'Janna', 'Swain']","['47', '47', '47', '49']",SUPPORT
Zilean,PLATINUM_PLUS,2,"['Sylas', 'Xerath', 'Bard', 'Shaco', 'Blitzcrank']","['48', '49', '49', '50', '50']",SUPPORT
Alistar,PLATINUM_PLUS,2,"['Janna', ""Vel'Koz"", 'Senna', 'Taric', 'Morgana']","['45', '46', '48', '48', '48']",SUPPORT
Maokai,PLATINUM_PLUS,2,"['Renata Glasc', 'Taric', 'Shaco', 'Janna']","['46', '47', '50', '50']",SUPPORT
Fiddlesticks,PLATINUM_PLUS,2,"['Maokai', 'Shaco', 'Renata Glasc', 'Bard', 'Alistar']","['40', '44', '45', '46', '46']",SUPPORT
Heimerdinger,PLATINUM_PLUS,2,"['Maokai', 'Xerath', 'Soraka', 'Milio', 'Braum']","['38', '45', '48', '48', '48']",SUPPORT
Elise,PLATINUM_PLUS,2,"['Pantheon', ""Vel'Koz"", 'Renata Glasc', 'Blitzcrank', 'Nautilus']","['29', '30', '35', '41', '42']",SUPPORT
Galio,PLATINUM_PLUS,3,"['Taric', 'Janna', 'Soraka', 'Sona', 'Senna']","['41', '42', '44', '44', '44']",SUPPORT
Sona,PLATINUM_PLUS,2,"['Rakan', 'Blitzcrank', 'Zilean']","['49', '49', '50']",SUPPORT
Milio,PLATINUM_PLUS,2,"['Maokai', 'Blitzcrank', 'Zilean', 'Senna', 'Rakan']","['46', '46', '48', '49', '49']",SUPPORT
Swain,PLATINUM_PLUS,2,"['Soraka', 'Milio', 'Janna', 'Nami', ""Vel'Koz""]","['46', '46', '46', '47', '47']",SUPPORT
Teemo,PLATINUM_PLUS,3,"['Shaco', 'Maokai', 'Milio', 'Sona', 'Tahm Kench']","['40', '42', '44', '45', '48']",SUPPORT
Nami,PLATINUM_PLUS,2,"['Maokai', 'Milio', 'Blitzcrank', 'Rakan', 'Sona']","['46', '48', '49', '50', '50']",SUPPORT
LeBlanc,PLATINUM_PLUS,3,"['Shaco', 'Maokai', 'Janna', 'Senna', 'Sona']","['39', '43', '45', '46', '46']",SUPPORT
Zoe,PLATINUM_PLUS,3,"['Maokai', 'Zilean', 'Sylas', 'Taric', 'Bard']","['37', '37', '39', '40', '41']",SUPPORT
Leona,PLATINUM_PLUS,2,"['Bard', 'Shaco', 'Taric', 'Janna', 'Morgana']","['48', '48', '48', '49', '49']",SUPPORT
Kennen,PLATINUM_PLUS,2,"['Twitch', 'Swain', 'Sona', 'Janna', ""Vel'Koz""]","['22', '29', '33', '36', '39']",SUPPORT
Thresh,PLATINUM_PLUS,1,"['Zyra', 'Taric', 'Renata Glasc', 'Janna', 'Morgana']","['48', '48', '48', '48', '48']",SUPPORT
Ivern,PLATINUM_PLUS,3,"['Rell', 'Maokai', 'Leona', 'Taric', 'Renata Glasc']","['29', '36', '37', '38', '41']",SUPPORT
Neeko,PLATINUM_PLUS,2,"['Sona', 'Xerath', 'Renata Glasc', 'Zyra', 'Janna']","['44', '47', '47', '48', '48']",SUPPORT
Rell,PLATINUM_PLUS,2,"[""Vel'Koz"", 'Swain', 'Janna', 'Zilean', 'Brand']","['46', '46', '47', '48', '48']",SUPPORT
Karthus,PLATINUM_PLUS,4,"['Taric', 'Zilean', 'Milio', 'Pyke', 'Janna']","['14', '26', '31', '32', '32']",SUPPORT
Annie,PLATINUM_PLUS,3,"['Braum', 'Sona', 'Janna', 'Soraka', 'Yuumi']","['43', '46', '46', '46', '47']",SUPPORT
Velkoz,PLATINUM_PLUS,2,"['Sona', 'Maokai', 'Bard', 'Shaco', 'Rakan']","['47', '48', '48', '49', '49']",SUPPORT
Pyke,PLATINUM_PLUS,1,"['Rakan', 'Maokai', 'Blitzcrank', 'Renata Glasc', 'Heimerdinger']","['47', '47', '48', '48', '49']",SUPPORT
Rumble,PLATINUM_PLUS,4,"['Zilean', 'Sylas', 'LeBlanc', 'Renata Glasc', 'Zyra']","['33', '33', '38', '38', '40']",SUPPORT
Morgana,PLATINUM_PLUS,1,"['Heimerdinger', 'Shaco', 'Janna', 'Milio', 'Sona']","['47', '48', '48', '49', '49']",SUPPORT
Nautilus,PLATINUM_PLUS,1,"['Renata Glasc', 'Taric', 'Swain', 'Rell', 'Heimerdinger']","['46', '47', '47', '47', '48']",SUPPORT
Syndra,PLATINUM_PLUS,3,"[""Vel'Koz"", 'Seraphine', 'Blitzcrank', 'Sona', 'Zyra']","['39', '42', '43', '43', '44']",SUPPORT
Orianna,PLATINUM_PLUS,3,"['Pantheon', 'Taric', 'Sona', 'Nautilus', 'Renata Glasc']","['39', '41', '41', '42', '42']",SUPPORT
Braum,PLATINUM_PLUS,2,"['Janna', 'Rakan', 'Zyra', 'Senna', 'Bard']","['47', '49', '49', '49', '49']",SUPPORT
Gragas,PLATINUM_PLUS,4,"['Braum', 'Twitch', ""Vel'Koz"", 'Senna', 'Maokai']","['32', '36', '40', '40', '40']",SUPPORT
Twitch,PLATINUM_PLUS,3,"['Soraka', 'Braum', 'Sylas', 'Yuumi', 'Sona']","['43', '45', '45', '47', '47']",SUPPORT
Amumu,PLATINUM_PLUS,2,"['Maokai', 'Shaco', 'Bard', 'Heimerdinger', 'Sona']","['37', '42', '43', '45', '47']",SUPPORT
Shen,PLATINUM_PLUS,3,"['Taric', 'Braum', 'Bard', 'Karma', 'Milio']","['38', '44', '44', '45', '46']",SUPPORT
Nidalee,PLATINUM_PLUS,4,"['Renata Glasc', 'Yuumi', 'Nautilus', 'Xerath', 'Nami']","['37', '39', '41', '41', '41']",SUPPORT
Lissandra,PLATINUM_PLUS,3,"['Shaco', 'Sona', 'Bard', 'Brand', 'Milio']","['34', '39', '40', '45', '45']",SUPPORT
Singed,PLATINUM_PLUS,4,"['Taric', 'Neeko', 'Zilean', 'Zyra', 'Nami']","['0', '27', '29', '30', '31']",SUPPORT
Seraphine,PLATINUM_PLUS,3,"['Maokai', 'Zilean', 'Brand', 'Bard', 'Milio']","['45', '47', '47', '47', '48']",SUPPORT
JarvanIV,PLATINUM_PLUS,4,"['Sona', 'Xerath', ""Vel'Koz"", 'Zilean', 'Braum']","['30', '39', '39', '39', '39']",SUPPORT
Karma,PLATINUM_PLUS,2,"['Sona', 'Pyke', 'Blitzcrank', 'Heimerdinger', 'Shaco']","['45', '46', '46', '47', '47']",SUPPORT
TahmKench,PLATINUM_PLUS,3,"['Braum', 'Bard', 'Renata Glasc', 'Maokai', 'Brand']","['43', '45', '46', '46', '46']",SUPPORT
Sion,PLATINUM_PLUS,4,"['Swain', 'Rell', 'Maokai', 'Braum', 'Pantheon']","['35', '37', '38', '38', '39']",SUPPORT
Camille,PLATINUM_PLUS,4,"['Maokai', 'Braum', 'Zilean', 'Taric', 'Swain']","['32', '37', '38', '38', '39']",SUPPORT
Pantheon,PLATINUM_PLUS,3,"['Taric', 'Braum', 'Maokai', 'Rakan', 'Sona']","['42', '43', '43', '44', '45']",SUPPORT
Ahri,PLATINUM_PLUS,4,"['Renata Glasc', 'Bard', 'Rakan', 'Nautilus', 'Seraphine']","['36', '36', '38', '40', '40']",SUPPORT
Ziggs,PLATINUM_PLUS,3,"['Twitch', 'Soraka', 'Tahm Kench', 'Nami', 'Rakan']","['36', '41', '43', '43', '44']",SUPPORT
Ashe,PLATINUM_PLUS,2,"['Maokai', 'Pyke', 'Sona', 'Milio', 'Bard']","['44', '45', '46', '46', '46']",SUPPORT
Vex,PLATINUM_PLUS,3,"['Seraphine', 'Zyra', 'Nami', 'Soraka', 'Ashe']","['39', '39', '39', '42', '43']",SUPPORT
Hwei,PLATINUM_PLUS,5,"['Janna', 'Sona', 'Zyra', 'Maokai', 'Milio']","['33', '33', '34', '35', '35']",SUPPORT
TwistedFate,PLATINUM_PLUS,4,"['Sona', 'Shaco', 'Leona', 'Zilean', 'Sylas']","['25', '27', '34', '35', '36']",SUPPORT
Ornn,PLATINUM_PLUS,4,"['Sona', 'Sylas', 'Nami', 'Rell', 'Xerath']","['27', '29', '31', '32', '33']",SUPPORT
Lulu,PLATINUM_PLUS,2,"['Taric', 'Sona', 'Blitzcrank', 'Milio', 'Zyra']","['47', '47', '47', '47', '48']",SUPPORT
Kogmaw,PLATINUM_PLUS,2,"['Tahm Kench', 'Alistar', 'Renata Glasc', 'Soraka', 'Janna']","['25', '29', '36', '37', '38']",SUPPORT
