champion_name,tier_rank,tier,counters_list,win_rate_list,role
Rammus,BRONZE,3,"['Camille', 'Sion', 'Singed', ""Cho'Gath"", 'Illaoi']","['18', '25', '29', '31', '32']",TOP
Vladimir,BRONZE,4,"['Varus', 'Singed', 'Yorick', 'Vayne', 'Gangplank']","['30', '32', '34', '35', '36']",TOP
Alistar,BRONZE,4,"['Pantheon', 'Olaf', 'Kalista', 'Riven', 'Kayle']","['0', '0', '0', '13', '13']",TOP
Ivern,BRONZE,5,"['Aatrox', 'Malphite', 'Kennen', ""Cho'Gath"", 'Dr. Mundo']","['0', '0', '0', '0', '0']",TOP
Gragas,BRONZE,5,"['Irelia', 'Sylas', 'Kayle', ""K'Sante"", 'Shen']","['30', '33', '35', '35', '35']",TOP
TwistedFate,BRONZE,4,"['Lillia', 'Kennen', 'Shaco', 'Cassiopeia', 'Malphite']","['0', '0', '0', '0', '13']",TOP
Lissandra,BRONZE,3,"['Dr. Mundo', 'Olaf', 'Renekton', 'Fiora', 'Aatrox']","['0', '0', '17', '20', '22']",TOP
Gangplank,BRONZE,3,"['Yorick', 'Kayle', 'Ornn', 'Garen', 'Urgot']","['41', '41', '41', '42', '42']",TOP
Briar,BRONZE,3,"['Volibear', 'Tahm Kench', 'Camille', 'Sion', ""Cho'Gath""]","['23', '25', '27', '27', '30']",TOP
MasterYi,BRONZE,4,"['Riven', 'Renekton', 'Jax', 'Kennen', 'Tahm Kench']","['24', '28', '30', '31', '32']",TOP
Sejuani,BRONZE,5,"['Shen', 'Volibear', 'Tahm Kench', 'Olaf', ""K'Sante""]","['0', '17', '20', '20', '22']",TOP
Taric,BRONZE,5,"['Nasus', 'Akali', 'Sion', 'Renekton', 'Senna']","['0', '0', '0', '0', '0']",TOP
Skarner,BRONZE,5,"['Yorick', 'Urgot', 'Poppy', 'Warwick', 'Camille']","['0', '0', '0', '14', '17']",TOP
Hwei,BRONZE,5,"['Kayle', 'Urgot', 'Renekton', 'Tryndamere', 'Dr. Mundo']","['25', '26', '28', '28', '29']",TOP
XinZhao,BRONZE,5,"[""K'Sante"", 'Kled', 'Volibear', 'Ornn', 'Trundle']","['13', '14', '16', '20', '21']",TOP
Lucian,BRONZE,5,"['Tahm Kench', 'Teemo', 'Olaf', 'Garen', ""Cho'Gath""]","['22', '25', '27', '30', '31']",TOP
Jax,BRONZE,2,"['Karthus', 'Rammus', 'Zac', 'Brand', 'Teemo']","['43', '46', '46', '46', '47']",JUNGLE
Briar,BRONZE,1,"['Rammus', 'Teemo', 'Amumu', 'Zac', 'Nocturne']","['44', '45', '47', '47', '47']",JUNGLE
MasterYi,BRONZE,1,"['Rammus', 'Briar', 'Vi', 'Jax', 'Shaco']","['42', '46', '46', '47', '47']",JUNGLE
Karthus,BRONZE,3,"['Zac', 'Kindred', 'Briar', 'Graves', 'Rammus']","['41', '44', '45', '45', '45']",JUNGLE
Nocturne,BRONZE,1,"['Zac', 'Trundle', 'Amumu', 'Rammus', 'Lillia']","['45', '46', '47', '47', '47']",JUNGLE
Brand,BRONZE,2,"['Talon', 'Teemo', 'Shaco', 'Master Yi', 'Diana']","['39', '43', '46', '47', '48']",JUNGLE
Zac,BRONZE,3,"['Lillia', 'Taliyah', 'Karthus', 'Trundle', 'Amumu']","['44', '44', '44', '45', '45']",JUNGLE
Belveth,BRONZE,3,"['Rammus', 'Zac', 'Maokai', 'Lillia', 'Amumu']","['40', '44', '44', '45', '45']",JUNGLE
Taric,BRONZE,3,"['Poppy', 'Volibear', 'Karthus', 'Ivern', ""Kha'Zix""]","['0', '0', '0', '0', '14']",JUNGLE
Poppy,BRONZE,3,"['Maokai', 'Teemo', 'Rammus', 'Taliyah', 'Nocturne']","['35', '37', '37', '39', '42']",JUNGLE
Rell,BRONZE,3,"['Viego', 'Sejuani', 'Kindred', 'Talon', 'Teemo']","['34', '35', '37', '38', '38']",JUNGLE
Rammus,BRONZE,1,"['Zac', 'Amumu', 'Brand', 'Lillia', 'Sejuani']","['45', '45', '46', '47', '48']",JUNGLE
Skarner,BRONZE,3,"['Kindred', 'Trundle', 'Amumu', 'Nocturne', 'Volibear']","['31', '35', '36', '39', '43']",JUNGLE
Darius,BRONZE,3,"['Talon', 'Poppy', 'Brand', 'Xin Zhao', 'Sejuani']","['27', '29', '31', '32', '33']",JUNGLE
Taliyah,BRONZE,3,"['Teemo', 'Rammus', 'Briar', 'Wukong', 'Maokai']","['32', '36', '39', '40', '40']",JUNGLE
Warwick,BRONZE,1,"['Rammus', 'Jax', 'Brand', 'Lillia', 'Karthus']","['43', '45', '45', '45', '46']",JUNGLE
Singed,BRONZE,3,"['Briar', 'Taliyah', ""Kha'Zix"", 'Kayn', 'Nocturne']","['33', '33', '37', '38', '39']",JUNGLE
Teemo,BRONZE,2,"['Gragas', 'Xin Zhao', 'Vi', 'Graves', 'Rammus']","['42', '44', '45', '45', '46']",JUNGLE
Ekko,BRONZE,2,"['Briar', 'Diana', 'Brand', 'Graves', 'Amumu']","['44', '44', '44', '45', '45']",JUNGLE
Trundle,BRONZE,2,"['Brand', 'Graves', 'Master Yi', 'Jax', 'Lillia']","['44', '47', '47', '47', '48']",JUNGLE
Lillia,BRONZE,2,"['Zac', 'Ekko', 'Poppy', 'Graves', 'Jax']","['45', '46', '47', '47', '47']",JUNGLE
Kayn,BRONZE,1,"['Teemo', 'Briar', 'Rammus', 'Trundle', 'Lillia']","['45', '45', '46', '46', '47']",JUNGLE
Ivern,BRONZE,3,"['Taliyah', 'Teemo', 'Maokai', 'Hecarim', 'Brand']","['24', '34', '35', '40', '41']",JUNGLE
Graves,BRONZE,2,"['Taliyah', 'Fiddlesticks', 'Briar', 'Nocturne', 'Brand']","['41', '43', '45', '45', '45']",JUNGLE
Talon,BRONZE,3,"['Teemo', 'Shyvana', 'Taliyah', 'Rammus', 'Ekko']","['33', '35', '38', '40', '41']",JUNGLE
Maokai,BRONZE,3,"['Karthus', 'Trundle', 'Kindred', 'Brand', 'Shyvana']","['38', '43', '43', '43', '45']",JUNGLE
Amumu,BRONZE,2,"['Karthus', 'Brand', 'Trundle', 'Lillia', 'Ekko']","['43', '43', '47', '47', '47']",JUNGLE
Mordekaiser,BRONZE,2,"['Lillia', 'Warwick', 'Lee Sin', 'Brand', ""Bel'Veth""]","['38', '44', '45', '45', '45']",JUNGLE
Hecarim,BRONZE,3,"['Trundle', 'Maokai', 'Gragas', 'Lillia', 'Master Yi']","['39', '40', '40', '41', '43']",JUNGLE
Rumble,BRONZE,4,"['Evelynn', 'Kindred', 'Wukong', 'Elise', 'Master Yi']","['20', '30', '31', '33', '34']",JUNGLE
Viego,BRONZE,2,"['Karthus', 'Rammus', ""Bel'Veth"", 'Udyr', 'Brand']","['42', '42', '44', '44', '45']",JUNGLE
Gwen,BRONZE,4,"['Wukong', 'Gragas', 'Morgana', 'Talon', ""Kha'Zix""]","['30', '31', '33', '33', '37']",JUNGLE
Kindred,BRONZE,3,"['Shyvana', 'Rammus', 'Briar', 'Volibear', 'Teemo']","['37', '38', '39', '40', '41']",JUNGLE
Vi,BRONZE,2,"['Taliyah', 'Brand', 'Rammus', 'Diana', 'Briar']","['42', '44', '45', '45', '46']",JUNGLE
Sylas,BRONZE,2,"[""Bel'Veth"", 'Shyvana', 'Briar', 'Poppy', 'Vi']","['41', '41', '42', '43', '43']",JUNGLE
Sion,BRONZE,3,"['Jarvan IV', 'Poppy', 'Amumu', 'Sejuani', 'Hecarim']","['35', '35', '36', '38', '38']",JUNGLE
Fiddlesticks,BRONZE,3,"['Briar', 'Rammus', 'Karthus', 'Brand', 'Kindred']","['43', '43', '44', '44', '45']",JUNGLE
Shyvana,BRONZE,2,"['Lillia', 'Trundle', 'Amumu', 'Warwick', 'Briar']","['45', '46', '46', '47', '47']",JUNGLE
Evelynn,BRONZE,2,"['Briar', 'Wukong', 'Rammus', 'Talon', 'Trundle']","['42', '44', '44', '44', '44']",JUNGLE
LeeSin,BRONZE,1,"['Lillia', 'Briar', 'Rammus', 'Nocturne', 'Trundle']","['42', '42', '43', '43', '43']",JUNGLE
Diana,BRONZE,2,"['Trundle', 'Briar', 'Nocturne', 'Lillia', 'Master Yi']","['43', '45', '46', '46', '46']",JUNGLE
Pantheon,BRONZE,3,"['Elise', 'Rammus', 'Brand', 'Shyvana', 'Viego']","['26', '33', '35', '38', '39']",JUNGLE
Rengar,BRONZE,4,"['Rammus', 'Trundle', 'Briar', 'Teemo', 'Graves']","['35', '36', '38', '38', '39']",JUNGLE
Khazix,BRONZE,2,"['Briar', 'Trundle', 'Rammus', 'Nocturne', 'Volibear']","['41', '42', '44', '44', '44']",JUNGLE
Udyr,BRONZE,3,"['Zac', 'Shyvana', 'Amumu', 'Maokai', 'Sylas']","['43', '43', '43', '43', '45']",JUNGLE
Elise,BRONZE,3,"['Taliyah', 'Amumu', 'Nidalee', 'Xin Zhao', 'Shyvana']","['32', '35', '40', '40', '41']",JUNGLE
JarvanIV,BRONZE,2,"['Taliyah', 'Briar', 'Lillia', 'Brand', 'Master Yi']","['38', '44', '45', '46', '46']",JUNGLE
Tryndamere,BRONZE,3,"['Udyr', 'Rammus', 'Trundle', 'Brand', 'Amumu']","['24', '31', '33', '33', '35']",JUNGLE
Zed,BRONZE,3,"['Talon', 'Poppy', 'Ekko', 'Taliyah', 'Zac']","['30', '31', '34', '35', '37']",JUNGLE
Reksai,BRONZE,4,"['Sylas', 'Volibear', 'Vi', 'Kindred', 'Brand']","['31', '32', '34', '34', '35']",JUNGLE
Volibear,BRONZE,3,"['Elise', 'Brand', 'Mordekaiser', 'Trundle', 'Lillia']","['38', '40', '41', '42', '44']",JUNGLE
Qiyana,BRONZE,5,"['Taliyah', 'Fiddlesticks', 'Gragas', 'Kindred', 'Karthus']","['22', '28', '31', '33', '33']",JUNGLE
Shaco,BRONZE,1,"['Briar', 'Karthus', 'Shyvana', 'Lillia', 'Nocturne']","['43', '43', '44', '45', '45']",JUNGLE
DrMundo,BRONZE,3,"['Teemo', 'Brand', 'Udyr', ""Bel'Veth"", 'Hecarim']","['27', '29', '29', '32', '32']",JUNGLE
Gragas,BRONZE,4,"['Brand', 'Karthus', 'Volibear', 'Lillia', 'Poppy']","['34', '35', '36', '37', '37']",JUNGLE
Nunu,BRONZE,3,"['Fiddlesticks', 'Teemo', 'Briar', 'Sylas', 'Trundle']","['40', '41', '41', '42', '43']",JUNGLE
Olaf,BRONZE,4,"['Nunu & Willump', 'Nidalee', ""Bel'Veth"", 'Udyr', 'Hecarim']","['23', '30', '31', '35', '37']",JUNGLE
Yorick,BRONZE,2,"['Wukong', 'Zac', 'Jax', 'Briar', 'Teemo']","['17', '25', '31', '33', '33']",JUNGLE
Riven,BRONZE,5,"['Lillia', 'Ekko', 'Nidalee', 'Taliyah', 'Xin Zhao']","['8', '12', '20', '25', '25']",JUNGLE
Nidalee,BRONZE,4,"['Sejuani', 'Diana', 'Shyvana', 'Volibear', 'Trundle']","['37', '38', '38', '39', '39']",JUNGLE
Quinn,BRONZE,4,"['Darius', 'Talon', 'Gragas', 'Udyr', 'Pantheon']","['0', '0', '17', '25', '25']",JUNGLE
Camille,BRONZE,5,"['Brand', 'Rumble', 'Shyvana', 'Fiddlesticks', 'Volibear']","['0', '0', '11', '17', '17']",JUNGLE
Morgana,BRONZE,2,"['Rengar', 'Karthus', 'Jarvan IV', 'Fiddlesticks', 'Elise']","['40', '41', '41', '41', '43']",JUNGLE
Shen,BRONZE,4,"['Xin Zhao', 'Trundle', 'Rammus', 'Vi', 'Amumu']","['20', '28', '29', '30', '31']",JUNGLE
Nasus,BRONZE,3,"['Trundle', 'Jarvan IV', ""Kha'Zix"", 'Graves', 'Maokai']","['32', '36', '38', '38', '38']",JUNGLE
XinZhao,BRONZE,3,"['Lillia', 'Briar', 'Trundle', 'Poppy', 'Rammus']","['41', '43', '43', '44', '44']",JUNGLE
Neeko,BRONZE,4,"['Karthus', 'Brand', 'Fiddlesticks', 'Mordekaiser', 'Ekko']","['9', '18', '18', '22', '26']",JUNGLE
Sejuani,BRONZE,3,"['Taliyah', 'Lillia', 'Fiddlesticks', 'Brand', 'Zac']","['40', '40', '40', '41', '42']",JUNGLE
Urgot,BRONZE,4,"['Jax', 'Udyr', 'Teemo', 'Shyvana', 'Kindred']","['0', '0', '0', '14', '22']",JUNGLE
Garen,BRONZE,3,"['Volibear', 'Graves', 'Brand', 'Lillia', 'Evelynn']","['30', '31', '34', '35', '37']",JUNGLE
Chogath,BRONZE,4,"['Teemo', 'Amumu', 'Ekko', 'Viego', 'Brand']","['25', '35', '37', '37', '38']",JUNGLE
Twitch,BRONZE,5,"['Graves', 'Rammus', ""Kha'Zix"", 'Ekko', 'Vi']","['27', '29', '30', '32', '34']",JUNGLE
Malphite,BRONZE,3,"['Taliyah', 'Shyvana', 'Sylas', 'Amumu', 'Teemo']","['23', '30', '33', '34', '37']",JUNGLE
Naafiri,BRONZE,5,"['Elise', 'Brand', 'Diana', 'Xin Zhao', 'Ekko']","['19', '27', '32', '33', '33']",JUNGLE
Karthus,BRONZE,3,"['Aurelion Sol', 'Xerath', 'Cassiopeia', 'Malzahar', 'Vladimir']","['29', '33', '36', '37', '38']",MID
Galio,BRONZE,3,"['Swain', 'Jayce', 'Brand', 'Irelia', 'Twisted Fate']","['33', '44', '44', '44', '44']",MID
Singed,BRONZE,2,"['Twisted Fate', 'Quinn', 'Irelia', 'Tristana', ""Kai'Sa""]","['22', '25', '29', '33', '33']",MID
Swain,BRONZE,2,"['Diana', 'Fizz', 'Ryze', 'Azir', 'Sylas']","['42', '44', '44', '45', '45']",MID
Lux,BRONZE,1,"['Swain', 'Xerath', 'Fizz', 'Anivia', 'Tristana']","['38', '44', '44', '44', '45']",MID
Illaoi,BRONZE,2,"['Brand', 'Xerath', 'Aurelion Sol', 'Vladimir', 'Akshan']","['20', '25', '30', '33', '33']",MID
Xerath,BRONZE,2,"['Fizz', 'Naafiri', 'Akshan', 'Sylas', 'Kassadin']","['42', '44', '45', '45', '46']",MID
Tryndamere,BRONZE,3,"['Teemo', 'Cassiopeia', 'Heimerdinger', 'Malphite', 'Xerath']","['18', '20', '25', '30', '32']",MID
Fizz,BRONZE,1,"['Galio', 'Lissandra', 'Pantheon', 'Tristana', 'Malzahar']","['42', '46', '46', '47', '47']",MID
Heimerdinger,BRONZE,2,"['Neeko', 'Galio', 'Swain', 'Xerath', 'Brand']","['40', '42', '43', '43', '44']",MID
Brand,BRONZE,2,"['Kassadin', 'Xerath', 'Malphite', 'Fizz', 'Aurelion Sol']","['41', '42', '42', '43', '44']",MID
Irelia,BRONZE,2,"['Ryze', 'Malphite', 'Diana', 'Lissandra', 'Azir']","['41', '42', '45', '45', '46']",MID
Riven,BRONZE,3,"['Lissandra', 'Diana', 'Naafiri', 'Viktor', 'Veigar']","['30', '31', '33', '33', '37']",MID
Draven,BRONZE,3,"[""Kai'Sa"", 'Sylas', 'Yasuo', 'Twisted Fate', 'Fizz']","['0', '16', '17', '20', '22']",MID
Ekko,BRONZE,3,"['Lissandra', 'Jayce', 'Galio', 'Qiyana', 'Twisted Fate']","['40', '43', '44', '44', '45']",MID
Taliyah,BRONZE,3,"['Brand', 'Anivia', 'Pantheon', 'Cassiopeia', 'Ryze']","['27', '33', '35', '36', '37']",MID
Graves,BRONZE,4,"['Galio', 'Swain', 'Vex', 'Talon', 'Neeko']","['0', '17', '24', '29', '33']",MID
Fiddlesticks,BRONZE,3,"['Lissandra', 'Veigar', 'Syndra', 'Akshan', 'Kassadin']","['25', '26', '27', '29', '33']",MID
Quinn,BRONZE,3,"['Lux', 'Fizz', 'Twisted Fate', 'Katarina', 'Neeko']","['31', '35', '35', '36', '37']",MID
Teemo,BRONZE,2,"[""Vel'Koz"", 'Malphite', 'Vladimir', 'Xerath', 'Fizz']","['19', '35', '39', '41', '42']",MID
Nasus,BRONZE,3,"['Xerath', 'Lissandra', 'Anivia', 'Yorick', 'Heimerdinger']","['29', '31', '31', '33', '33']",MID
Urgot,BRONZE,3,"['Malphite', 'Qiyana', 'Galio', 'Teemo', 'Sett']","['0', '0', '14', '20', '25']",MID
Kennen,BRONZE,3,"['Lissandra', 'Tristana', 'Malphite', 'Vladimir', 'Kassadin']","['33', '36', '36', '38', '38']",MID
AurelionSol,BRONZE,3,"['Fizz', 'Zed', 'Tristana', 'Xerath', 'Kassadin']","['42', '43', '43', '44', '45']",MID
Renekton,BRONZE,3,"['Vladimir', 'Neeko', 'Veigar', 'Xerath', 'Malzahar']","['25', '28', '32', '33', '33']",MID
Garen,BRONZE,2,"['Swain', 'Lissandra', 'Tristana', 'Naafiri', 'Viktor']","['31', '33', '33', '36', '37']",MID
Naafiri,BRONZE,3,"['Ziggs', 'Neeko', 'Veigar', 'Fizz', 'Tristana']","['41', '42', '44', '44', '44']",MID
Kled,BRONZE,3,"['Annie', 'Lissandra', 'Malzahar', 'Vladimir', 'Ryze']","['0', '20', '25', '25', '25']",MID
Anivia,BRONZE,3,"['Ekko', 'Syndra', 'Morgana', 'Jayce', 'Galio']","['37', '38', '38', '40', '40']",MID
Yasuo,BRONZE,1,"['Renekton', 'Malzahar', 'Aurelion Sol', 'Lissandra', 'Anivia']","['42', '44', '45', '46', '46']",MID
Kayle,BRONZE,2,"['Galio', 'Brand', 'Ekko', 'Viktor', 'LeBlanc']","['25', '29', '32', '33', '36']",MID
Pantheon,BRONZE,2,"['Malphite', 'Ziggs', 'Diana', 'Swain', 'Ryze']","['40', '40', '40', '41', '42']",MID
Ornn,BRONZE,4,"['Swain', 'Yorick', 'Vladimir', 'Talon', 'Ahri']","['0', '0', '0', '20', '20']",MID
Aatrox,BRONZE,3,"['Tristana', 'Zoe', 'Twisted Fate', 'Galio', 'Pantheon']","['27', '29', '36', '37', '38']",MID
Veigar,BRONZE,1,"['Kassadin', 'Diana', 'Swain', 'Aurelion Sol', 'Fizz']","['42', '44', '44', '47', '48']",MID
Sylas,BRONZE,1,"['Heimerdinger', 'Kassadin', 'Aurelion Sol', 'Malzahar', 'Naafiri']","['39', '41', '43', '43', '45']",MID
Diana,BRONZE,3,"['Galio', 'Cassiopeia', 'Annie', 'Ryze', 'Akshan']","['37', '41', '42', '44', '44']",MID
Sett,BRONZE,2,"['Aurelion Sol', 'LeBlanc', 'Twisted Fate', 'Azir', 'Talon']","['32', '37', '38', '41', '42']",MID
Vex,BRONZE,2,"['Swain', 'Aurelion Sol', 'Annie', 'Xerath', 'Twisted Fate']","['40', '42', '43', '44', '45']",MID
Camille,BRONZE,5,"['Neeko', 'Talon', 'Malzahar', 'Azir', 'Annie']","['14', '17', '24', '25', '25']",MID
Syndra,BRONZE,2,"['Aurelion Sol', 'Swain', 'Twisted Fate', 'Fizz', 'Irelia']","['38', '40', '41', '41', '43']",MID
Talon,BRONZE,3,"['Anivia', 'Jayce', 'Ziggs', 'Fizz', 'Aurelion Sol']","['39', '43', '43', '44', '44']",MID
Malzahar,BRONZE,2,"['Aurelion Sol', 'Swain', ""Vel'Koz"", 'Twisted Fate', 'Kassadin']","['42', '45', '45', '45', '46']",MID
Twitch,BRONZE,4,"['Qiyana', 'Xerath', 'Tristana', 'Akshan', 'Fizz']","['20', '25', '27', '31', '33']",MID
Cassiopeia,BRONZE,3,"['Anivia', 'Talon', 'Xerath', 'Jayce', 'Zoe']","['26', '34', '37', '42', '42']",MID
Vladimir,BRONZE,3,"['Heimerdinger', 'Malzahar', 'Cassiopeia', 'Anivia', 'Lux']","['34', '38', '38', '40', '41']",MID
Viktor,BRONZE,3,"['Morgana', 'Aurelion Sol', 'Tristana', 'Malzahar', 'Cassiopeia']","['33', '41', '42', '42', '43']",MID
Jayce,BRONZE,3,"['Malphite', 'Naafiri', 'Malzahar', 'Ziggs', 'Irelia']","['41', '42', '43', '43', '43']",MID
TwistedFate,BRONZE,3,"['Lissandra', 'Naafiri', 'Galio', 'Swain', 'Talon']","['35', '38', '38', '39', '42']",MID
Ksante,BRONZE,5,"['Naafiri', 'Nasus', 'Syndra', 'Talon', 'Jayce']","['0', '20', '25', '28', '29']",MID
Mordekaiser,BRONZE,2,"['Kassadin', 'Sett', 'Xerath', 'Annie', 'Twisted Fate']","['18', '27', '36', '36', '39']",MID
Katarina,BRONZE,2,"['Tristana', 'Ryze', 'Viktor', 'Galio', 'Malzahar']","['39', '41', '42', '42', '43']",MID
Shen,BRONZE,3,"['Annie', 'Malphite', 'Sett', 'Veigar', 'Azir']","['0', '25', '25', '30', '33']",MID
Nunu,BRONZE,5,"['Malphite', 'Pantheon', 'Ezreal', 'Ziggs', 'Brand']","['0', '19', '20', '20', '20']",MID
Yorick,BRONZE,2,"['Anivia', 'Ryze', 'Sett', 'Twisted Fate', 'Xerath']","['23', '33', '36', '40', '40']",MID
Velkoz,BRONZE,3,"['Vex', 'Qiyana', 'Fizz', 'Xerath', 'Irelia']","['40', '40', '42', '42', '42']",MID
Ziggs,BRONZE,3,"['Kassadin', 'Fizz', 'Twisted Fate', 'Irelia', 'Viktor']","['36', '40', '41', '43', '43']",MID
Kassadin,BRONZE,3,"['Tristana', 'Diana', 'Naafiri', 'Swain', 'Talon']","['36', '37', '38', '39', '40']",MID
Akshan,BRONZE,4,"['Anivia', 'Teemo', 'Brand', 'Vex', 'Viktor']","['30', '34', '35', '38', '40']",MID
Neeko,BRONZE,3,"['Aurelion Sol', 'Diana', 'Swain', 'Brand', 'Fizz']","['42', '42', '44', '44', '44']",MID
XinZhao,BRONZE,3,"['Xerath', 'Vladimir', 'Brand', 'Talon', 'Morgana']","['31', '31', '33', '33', '33']",MID
Malphite,BRONZE,3,"['Twisted Fate', 'Galio', 'Akshan', 'Vladimir', 'Kassadin']","['36', '37', '37', '42', '43']",MID
Gangplank,BRONZE,3,"['Irelia', 'Malzahar', 'Jayce', 'Neeko', 'Azir']","['27', '31', '36', '38', '38']",MID
Gragas,BRONZE,5,"['Vex', 'Lissandra', 'Swain', 'Xerath', 'Kassadin']","['20', '21', '25', '32', '33']",MID
Akali,BRONZE,1,"['Anivia', 'Malzahar', 'Ryze', 'Kassadin', 'Twisted Fate']","['42', '43', '43', '43', '43']",MID
Sion,BRONZE,3,"['Syndra', 'Garen', 'Ziggs', 'Cassiopeia', 'Aurelion Sol']","['31', '33', '33', '33', '34']",MID
Yone,BRONZE,1,"['Malzahar', 'Fizz', 'Annie', 'Malphite', 'Vladimir']","['46', '46', '46', '46', '46']",MID
Qiyana,BRONZE,5,"['Annie', 'Ryze', 'Malphite', 'Lux', 'Tristana']","['29', '36', '36', '37', '37']",MID
Morgana,BRONZE,2,"['Akshan', 'Vladimir', 'Kassadin', 'Cassiopeia', 'Jayce']","['37', '38', '39', '42', '43']",MID
Zed,BRONZE,1,"['Malphite', 'Viktor', 'Tristana', 'Irelia', 'Malzahar']","['40', '41', '42', '42', '43']",MID
Annie,BRONZE,3,"['Galio', 'Aurelion Sol', 'Heimerdinger', 'Brand', 'Kassadin']","['36', '41', '42', '42', '42']",MID
Zilean,BRONZE,4,"['Diana', 'Ekko', 'Naafiri', 'Heimerdinger', 'Fizz']","['11', '22', '30', '33', '35']",MID
Rumble,BRONZE,4,"['Zoe', 'Xerath', 'Naafiri', 'Galio', 'Morgana']","['25', '27', '32', '33', '36']",MID
Gnar,BRONZE,3,"['Diana', 'Akshan', 'Qiyana', 'Heimerdinger', 'Orianna']","['0', '0', '0', '0', '14']",MID
Shyvana,BRONZE,3,"['Morgana', 'Brand', 'Anivia', 'Diana', 'Malzahar']","['0', '14', '20', '38', '39']",MID
Gwen,BRONZE,4,"['Jayce', 'Yorick', 'Heimerdinger', 'Lux', 'Renekton']","['13', '20', '20', '25', '25']",MID
Zoe,BRONZE,4,"['Diana', 'Malzahar', 'Ryze', 'Morgana', 'Kassadin']","['31', '34', '35', '36', '41']",MID
Chogath,BRONZE,3,"['Aurelion Sol', 'Anivia', 'Veigar', 'Varus', 'Twisted Fate']","['22', '38', '39', '39', '39']",MID
Nidalee,BRONZE,5,"['Brand', ""Vel'Koz"", 'Zyra', 'Pantheon', 'Vladimir']","['0', '0', '0', '14', '20']",MID
Pyke,BRONZE,3,"['Tristana', 'Viktor', 'Vladimir', 'Twisted Fate', 'LeBlanc']","['0', '13', '25', '29', '30']",MID
Orianna,BRONZE,2,"['Aurelion Sol', 'Jayce', 'Anivia', 'Xerath', 'Twisted Fate']","['42', '43', '44', '44', '44']",MID
Kaisa,BRONZE,4,"['Teemo', 'Cassiopeia', 'Heimerdinger', 'Naafiri', 'Syndra']","['23', '23', '25', '28', '30']",MID
Tristana,BRONZE,3,"['Cassiopeia', 'Ryze', 'Vex', 'Malzahar', 'Vladimir']","['34', '42', '42', '43', '43']",MID
Zyra,BRONZE,3,"['Heimerdinger', 'Aurelion Sol', 'Ziggs', 'Fizz', 'Cassiopeia']","['26', '36', '37', '40', '40']",MID
Azir,BRONZE,4,"['Galio', 'Twisted Fate', 'Veigar', 'Annie', 'Ziggs']","['37', '38', '38', '38', '38']",MID
Seraphine,BRONZE,4,"['Kassadin', 'Swain', 'Pantheon', ""Vel'Koz"", 'Aurelion Sol']","['9', '23', '27', '30', '32']",MID
Lissandra,BRONZE,3,"['Ryze', 'Diana', 'Vex', 'Veigar', 'Malzahar']","['38', '40', '42', '42', '42']",MID
Varus,BRONZE,4,"['Aurelion Sol', 'Lissandra', 'Kassadin', 'Zoe', 'Brand']","['27', '29', '31', '32', '32']",MID
LeBlanc,BRONZE,4,"['Ryze', 'Jayce', 'Ziggs', 'Naafiri', 'Xerath']","['37', '38', '38', '39', '39']",MID
Ezreal,BRONZE,4,"['Cassiopeia', 'Diana', 'Naafiri', 'Qiyana', 'Kassadin']","['30', '30', '31', '31', '33']",MID
TahmKench,BRONZE,4,"['Kassadin', 'Swain', ""Vel'Koz"", 'Galio', 'Aurelion Sol']","['0', '14', '20', '25', '29']",MID
Ryze,BRONZE,3,"['Heimerdinger', 'Naafiri', 'Jayce', 'Galio', 'Kassadin']","['32', '39', '39', '41', '41']",MID
Hwei,BRONZE,3,"['Fizz', 'Xerath', 'Aurelion Sol', 'Naafiri', 'Irelia']","['34', '35', '36', '36', '36']",MID
Caitlyn,BRONZE,3,"['Galio', 'Brand', 'Cassiopeia', 'Annie', 'Viktor']","['26', '26', '29', '30', '31']",MID
Kogmaw,BRONZE,4,"['Pantheon', 'Syndra', 'Galio', 'Malphite', 'Morgana']","['20', '25', '25', '25', '25']",MID
Ahri,BRONZE,2,"['Brand', 'Swain', 'Twisted Fate', 'Viktor', 'Cassiopeia']","['41', '42', '43', '43', '44']",MID
Karma,BRONZE,5,"['Heimerdinger', 'Aurelion Sol', 'Anivia', 'Brand', 'Akshan']","['0', '14', '17', '17', '17']",MID
Corki,BRONZE,5,"['Varus', 'Kassadin', 'Ekko', 'Talon', 'Annie']","['27', '27', '28', '29', '31']",MID
Lucian,BRONZE,5,"['Malphite', 'Twisted Fate', 'Akshan', 'Malzahar', 'Ahri']","['14', '24', '27', '29', '36']",MID
Karthus,BRONZE,2,"['Kalista', 'Ziggs', 'Xayah', 'Varus', 'Jinx']","['25', '30', '31', '39', '40']",ADC
Yasuo,BRONZE,2,"['Sivir', 'Nilah', 'Lucian', 'Kalista', 'Jhin']","['47', '47', '48', '49', '49']",ADC
Swain,BRONZE,2,"['Ziggs', 'Kalista', 'Vayne', 'Varus', 'Lucian']","['41', '43', '46', '47', '47']",ADC
Jhin,BRONZE,1,"[""Kog'Maw"", 'Yasuo', 'Vayne', 'Ziggs', 'Nilah']","['45', '47', '48', '49', '49']",ADC
Cassiopeia,BRONZE,3,"['Draven', 'Veigar', 'Jhin', 'Sivir', 'Miss Fortune']","['33', '33', '38', '40', '41']",ADC
