rank,champion_name,tier,lane,win_rate,pick_rate,ban_rate,pbi,games_played,tier_rank
9,Zyra,S-,support,53.38,7.30,8.90,28,205203,silver
10,Lux,A+,support,50.43,18.14,20.84,14,509669,silver
11,Galio,A+,support,51.37,0.65,0.42,1,18277,silver
12,Soraka,A+,support,50.95,4.34,1.25,5,122100,silver
13,Shaco,A+,support,51.48,1.35,31.83,3,37855,silver
14,Blitzcrank,A+,support,50.37,8.19,31.88,6,230076,silver
15,Taric,A,support,51.83,1.04,0.24,2,29224,silver
16,Heimerdinger,A,support,51.38,1.34,1.89,2,37678,silver
17,Swain,A,support,50.69,4.99,4.66,4,140099,silver
18,Karthus,A,support,49.61,0.10,0.63,0,2790,silver
19,Zilean,A,support,51.02,1.60,0.40,2,45033,silver
20,Alistar,A,support,50.23,3.53,1.53,1,99114,silver
21,Maokai,A-,support,52.40,1.65,0.62,4,46378,silver
22,Teemo,A-,support,52.75,1.10,13.35,4,30881,silver
23,Fiddlesticks,A-,support,51.42,0.47,1.15,1,13165,silver
24,Sona,A-,support,51.44,2.41,0.12,4,67709,silver
25,Renata Glasc,A-,support,50.98,1.85,0.77,2,51947,silver
26,LeBlanc,A-,support,50.77,0.47,6.82,0,13330,silver
27,Elise,A-,support,51.92,0.03,0.73,0,755,silver
28,Zoe,A-,support,49.98,0.31,0.97,0,8682,silver
29,Leona,B+,support,51.09,7.33,6.24,10,205877,silver
30,Kennen,B+,support,50.22,0.07,0.63,0,2039,silver
31,Bard,B+,support,48.73,1.90,0.37,-2,53441,silver
32,Senna,B+,support,49.65,11.25,6.34,-2,316215,silver
33,Milio,B+,support,50.64,2.31,0.76,2,64921,silver
34,Annie,B+,support,50.85,0.34,0.64,0,9669,silver
35,Thresh,B+,support,48.95,9.38,3.45,-9,263642,silver
36,Shen,B+,support,50.75,0.57,0.26,1,16050,silver
37,Vel'Koz,B,support,50.88,2.52,0.69,3,70893,silver
38,Singed,B,support,50.74,0.09,0.50,0,2629,silver
39,Syndra,B,support,48.03,0.22,6.05,0,6140,silver
40,Nami,B,support,50.06,3.93,0.27,1,110437,silver
41,Orianna,B,support,48.15,0.19,6.71,0,5416,silver
42,Morgana,B,support,51.74,11.06,28.52,30,310791,silver
43,Ivern,B,support,48.38,0.09,0.46,0,2567,silver
44,Jarvan IV,B,support,48.90,0.18,2.29,0,5151,silver
45,Neeko,B,support,49.62,3.34,4.55,-1,93876,silver
46,Rumble,B,support,48.62,0.07,1.16,0,2098,silver
47,Pyke,B-,support,48.91,6.34,11.59,-7,178273,silver
48,Rell,B-,support,49.29,2.26,1.30,-1,63510,silver
49,Nautilus,B-,support,49.24,8.91,13.54,-6,250268,silver
50,Gragas,B-,support,47.44,0.18,0.46,0,5017,silver
51,Lee Sin,B-,support,46.85,0.29,10.93,-1,8251,silver
52,Twitch,B-,support,49.43,0.92,4.74,0,25769,silver
53,Nidalee,B-,support,47.33,0.20,1.07,-1,5747,silver
54,Braum,B-,support,50.19,2.11,0.39,1,59347,silver
55,Ziggs,C+,support,49.90,0.80,2.71,0,22613,silver
56,Amumu,C+,support,50.56,0.83,1.64,1,23246,silver
57,Tahm Kench,C+,support,49.51,1.18,2.10,0,33268,silver
58,Sion,C+,support,49.64,0.22,1.73,0,6311,silver
59,Seraphine,C+,support,48.88,4.80,1.41,-5,134861,silver
60,Camille,C+,support,45.49,0.20,1.34,-1,5670,silver
61,Ahri,C+,support,48.56,0.21,2.88,0,5857,silver
62,Vex,C+,support,49.28,0.21,4.84,0,5938,silver
63,Karma,C,support,48.04,3.71,1.00,-7,104188,silver
64,Sett,C,support,49.12,0.44,3.37,0,12338,silver
65,Pantheon,C,support,48.30,2.59,3.73,-4,72751,silver
66,Hwei,C,support,41.44,3.23,19.63,-34,90675,silver
67,Lissandra,C,support,48.45,0.17,0.99,0,4782,silver
68,Kog'Maw,C,support,48.81,0.04,0.41,0,1223,silver
69,Aurelion Sol,C-,support,48.05,0.07,1.30,0,1950,silver
70,Ashe,C-,support,47.61,3.95,7.05,-9,110881,silver
71,Twisted Fate,C-,support,45.54,0.10,0.18,0,2822,silver
72,Ornn,C-,support,46.49,0.10,0.73,0,2919,silver
73,Nunu,C-,support,39.06,0.10,0.58,-1,2701,silver
74,Anivia,D+,support,47.39,0.32,0.90,-1,9069,silver
75,Lulu,D+,support,47.87,4.22,1.89,-8,118589,silver
76,Malzahar,D+,support,48.46,0.13,8.13,0,3694,silver
77,Skarner,D+,support,40.86,0.01,0.11,0,301,silver
78,Cho'Gath,D,support,47.73,0.33,1.07,-1,9231,silver
79,Veigar,D,support,48.07,1.07,4.04,-2,30094,silver
80,Malphite,D,support,47.89,1.62,8.37,-3,45419,silver
81,Yuumi,D-,support,47.20,4.47,3.19,-12,125736,silver
82,Sejuani,D-,support,45.99,0.08,0.39,0,2283,silver
83,Miss Fortune,D-,support,45.33,1.39,5.35,-7,38986,silver
1,Singed,S+,top,52.24,1.27,0.56,4,33930,bronze
2,Zac,S+,top,51.59,0.28,0.85,1,7444,bronze
3,Illaoi,S,top,51.25,6.40,19.93,16,170767,bronze
4,Ornn,S,top,50.68,2.40,0.72,4,64046,bronze
5,Urgot,S,top,51.10,2.75,1.44,5,73383,bronze
6,Nasus,S,top,52.16,7.33,7.55,23,195609,bronze
7,Swain,S-,top,50.33,0.39,5.20,0,10270,bronze
8,Garen,S-,top,52.18,9.83,6.95,31,262051,bronze
9,Jax,S-,top,49.26,9.24,15.67,1,246452,bronze
10,Kayle,S-,top,51.57,3.48,1.44,8,92740,bronze
11,Kled,A+,top,50.00,1.04,0.78,1,27636,bronze
12,Teemo,A+,top,50.73,8.07,16.52,15,215244,bronze
13,Fiora,A+,top,49.57,3.86,5.65,1,102908,bronze
14,Karthus,A+,top,47.51,0.10,0.58,0,2633,bronze
15,Trundle,A+,top,52.47,10.46,16.56,41,278963,bronze
16,Malphite,A+,top,50.41,5.74,7.58,8,153089,bronze
17,Rek'Sai,A,top,47.13,0.02,0.37,0,505,bronze
18,Aurelion Sol,A,top,50.63,0.12,1.34,0,3091,bronze
19,Neeko,A,top,49.11,0.16,5.25,0,4362,bronze
20,Sylas,A,top,46.97,0.74,17.61,-2,19834,bronze
21,Sion,A,top,50.50,2.76,1.57,4,73582,bronze
22,Tryndamere,A,top,49.02,3.94,4.07,-1,105023,bronze
23,Olaf,A,top,48.96,2.27,1.97,-1,60544,bronze
24,Sett,A,top,50.20,7.83,4.11,8,208949,bronze
25,Rengar,A-,top,46.52,0.37,1.37,-1,9915,bronze
26,Dr. Mundo,A-,top,52.49,3.22,3.23,11,85972,bronze
27,Lillia,A-,top,51.17,0.51,2.62,1,13530,bronze
28,Cassiopeia,A-,top,47.70,0.18,1.22,0,4904,bronze
29,Mordekaiser,A-,top,50.36,7.39,10.16,10,197191,bronze
30,LeBlanc,A-,top,46.80,0.09,6.37,0,2344,bronze
31,Cho'Gath,A-,top,49.93,2.73,1.30,2,72707,bronze
32,Varus,A-,top,48.26,0.81,1.91,-1,21519,bronze
33,Jayce,A-,top,46.67,2.64,2.05,-7,70494,bronze
34,Yorick,B+,top,51.60,4.67,6.77,12,124491,bronze
35,Nidalee,B+,top,45.66,0.05,0.87,0,1430,bronze
36,Shaco,B+,top,48.47,0.48,31.94,-1,12846,bronze
37,Fiddlesticks,B+,top,48.15,0.13,0.98,0,3516,bronze
38,Poppy,B+,top,47.31,0.75,1.12,-1,19974,bronze
39,Tahm Kench,B+,top,49.70,2.72,2.09,1,72435,bronze
40,Vayne,B+,top,48.01,1.86,9.46,-2,49660,bronze
41,Viktor,B+,top,49.76,0.08,0.87,0,2082,bronze
42,Quinn,B+,top,48.23,1.59,1.90,-2,42467,bronze
43,Heimerdinger,B+,top,49.46,1.29,2.62,0,34272,bronze
44,Anivia,B,top,48.64,0.06,0.82,0,1690,bronze
45,Udyr,B,top,47.78,0.34,0.89,0,8936,bronze
46,Maokai,B,top,49.26,0.35,0.61,0,9356,bronze
47,Darius,B,top,47.15,8.08,17.82,-20,215542,bronze
48,Aatrox,B,top,47.23,7.88,11.51,-18,210100,bronze
49,Akshan,B,top,46.92,0.24,2.28,-1,6426,bronze
50,Renekton,B,top,47.37,3.59,2.81,-7,95786,bronze
51,Corki,B,top,48.64,0.03,0.14,0,736,bronze
52,Camille,B,top,45.94,2.38,1.19,-8,63508,bronze
53,Kassadin,B,top,47.63,0.04,1.13,0,1056,bronze
54,Riven,B,top,46.07,3.30,0.90,-10,87886,bronze
55,K'Sante,B-,top,44.08,2.00,3.22,-11,53452,bronze
56,Shen,B-,top,48.99,1.57,0.25,0,41971,bronze
57,Azir,B-,top,45.42,0.10,0.79,0,2633,bronze
58,Graves,B-,top,46.58,0.26,4.73,-1,6984,bronze
59,Galio,B-,top,47.51,0.11,0.47,0,2911,bronze
60,Kennen,B-,top,46.63,1.36,0.63,-4,36297,bronze
61,Warwick,B-,top,49.70,1.51,6.65,1,40196,bronze
62,Gwen,B-,top,47.25,3.12,1.92,-6,83275,bronze
63,Shyvana,B-,top,50.24,0.31,0.78,0,8362,bronze
64,Volibear,B-,top,49.85,4.52,2.00,3,120551,bronze
65,Annie,C+,top,47.63,0.04,0.71,0,1159,bronze
66,Yasuo,C+,top,47.18,3.17,28.11,-9,84653,bronze
67,Irelia,C+,top,47.65,3.18,9.32,-5,84686,bronze
68,Malzahar,C+,top,49.61,0.35,8.10,0,9288,bronze
69,Zed,C+,top,45.56,0.24,26.46,-1,6347,bronze
70,Ryze,C+,top,48.01,0.32,0.28,0,8409,bronze
71,Draven,C+,top,43.64,0.08,8.95,-1,2200,bronze
72,Gnar,C+,top,46.71,2.10,0.60,-5,56043,bronze
73,Pantheon,C+,top,46.75,2.12,3.90,-5,56546,bronze
74,Veigar,C,top,49.16,0.30,5.10,0,7942,bronze
75,Karma,C,top,46.37,0.17,0.82,0,4561,bronze
76,Yone,C,top,47.51,9.49,26.58,-22,253125,bronze
77,Rumble,C,top,46.31,1.81,1.08,-5,48378,bronze
78,Qiyana,C,top,42.15,0.04,0.28,0,1077,bronze
79,Akali,C,top,46.98,2.78,17.53,-7,74212,bronze
80,Naafiri,C,top,48.21,0.25,3.53,0,6769,bronze
81,Kalista,C,top,44.15,0.29,1.14,-1,7688,bronze
82,Rammus,C-,top,48.40,0.19,12.08,0,4988,bronze
83,Vladimir,C-,top,46.48,0.51,2.84,-1,13721,bronze
84,Alistar,C-,top,44.44,0.09,1.31,0,2358,bronze
85,Ivern,C-,top,41.30,0.03,0.42,0,782,bronze
86,Gragas,C-,top,43.96,0.50,0.42,-3,13369,bronze
87,Twisted Fate,C-,top,44.05,0.05,0.18,0,1462,bronze
88,Lissandra,D+,top,46.46,0.06,0.84,0,1569,bronze
89,Gangplank,D+,top,46.58,2.24,1.88,-6,59800,bronze
90,Wukong,D+,top,48.30,0.44,0.37,0,11845,bronze
91,Briar,D+,top,46.27,0.20,27.32,-1,5362,bronze
92,Master Yi,D,top,45.16,0.29,21.84,-2,7764,bronze
93,Sejuani,D,top,46.65,0.11,0.38,0,2952,bronze
94,Taric,D,top,41.58,0.03,0.25,0,736,bronze
95,Skarner,D,top,42.19,0.06,0.12,0,1491,bronze
96,Hwei,D-,top,39.24,0.45,16.70,-5,11877,bronze
97,Xin Zhao,D-,top,44.55,0.20,0.44,-1,5234,bronze
98,Lucian,D-,top,43.07,0.21,2.27,-1,5591,bronze
1,Jax,S+,jungle,50.85,3.71,15.67,7,100061,bronze
2,Briar,S+,jungle,52.25,7.37,27.32,31,198811,bronze
3,Master Yi,S,jungle,50.34,11.67,21.84,17,314689,bronze
4,Karthus,S,jungle,49.49,1.70,0.58,1,45888,bronze
5,Nocturne,S,jungle,51.38,12.14,18.76,33,327317,bronze
6,Brand,S-,jungle,51.53,2.03,9.92,5,54692,bronze
7,Zac,S-,jungle,49.90,2.36,0.85,2,63677,bronze
8,Bel'Veth,S-,jungle,49.02,2.65,2.78,0,71322,bronze
9,Taric,A+,jungle,51.36,0.04,0.25,0,1178,bronze
10,Poppy,A+,jungle,49.05,2.22,1.12,0,59777,bronze
11,Rell,A+,jungle,49.70,0.29,1.08,0,7731,bronze
12,Rammus,A+,jungle,53.10,4.66,12.08,21,125665,bronze
13,Skarner,A,jungle,50.01,0.43,0.12,0,11527,bronze
14,Darius,A,jungle,48.20,0.35,17.82,0,9407,bronze
15,Taliyah,A,jungle,47.35,0.89,0.30,-2,24124,bronze
16,Warwick,A,jungle,50.96,8.68,6.65,16,233904,bronze
17,Singed,A,jungle,50.65,0.14,0.56,0,3702,bronze
18,Teemo,A,jungle,50.87,1.34,16.52,3,36003,bronze
19,Ekko,A-,jungle,49.18,4.86,2.69,0,130922,bronze
20,Trundle,A-,jungle,52.25,3.75,16.56,14,101114,bronze
21,Lillia,A-,jungle,51.43,3.74,2.62,9,100947,bronze
22,Kayn,A-,jungle,49.46,13.23,11.85,4,356646,bronze
23,Ivern,A-,jungle,47.68,0.68,0.42,-1,18224,bronze
24,Graves,A-,jungle,48.96,6.24,4.73,-2,168104,bronze
25,Talon,A-,jungle,47.99,1.03,1.63,-1,27895,bronze
26,Maokai,B+,jungle,49.78,1.96,0.61,1,52947,bronze
27,Amumu,B+,jungle,51.24,4.94,1.77,10,133119,bronze
28,Mordekaiser,B+,jungle,50.82,0.80,10.16,1,21604,bronze
29,Hecarim,B+,jungle,46.59,3.48,2.25,-9,93921,bronze
30,Rumble,B+,jungle,47.53,0.33,1.08,-1,8796,bronze
31,Viego,B+,jungle,48.72,7.13,2.14,-3,192266,bronze
32,Gwen,B+,jungle,47.89,0.38,1.92,-1,10313,bronze
33,Kindred,B+,jungle,46.51,2.58,0.84,-7,69548,bronze
34,Vi,B,jungle,49.96,5.15,1.08,4,138833,bronze
35,Sylas,B,jungle,46.93,3.61,17.61,-10,97216,bronze
36,Sion,B,jungle,49.69,0.24,1.57,0,6508,bronze
37,Fiddlesticks,B,jungle,48.98,2.46,0.98,-1,66366,bronze
38,Shyvana,B,jungle,50.92,2.93,0.78,5,78993,bronze
39,Evelynn,B,jungle,48.39,3.72,2.88,-3,100297,bronze
40,Lee Sin,B,jungle,46.40,11.25,9.91,-35,303175,bronze
41,Diana,B,jungle,49.46,4.94,1.96,1,133312,bronze
42,Pantheon,B-,jungle,47.50,0.69,3.90,-1,18604,bronze
43,Rengar,B-,jungle,44.43,2.26,1.37,-11,60851,bronze
44,Kha'Zix,B-,jungle,47.33,5.60,3.58,-11,150859,bronze
45,Udyr,B-,jungle,48.08,1.97,0.89,-2,53160,bronze
46,Elise,B-,jungle,47.57,0.96,0.58,-2,25938,bronze
47,Jarvan IV,B-,jungle,48.33,4.01,1.86,-4,107999,bronze
48,Tryndamere,B-,jungle,47.42,0.71,4.07,-1,19147,bronze
49,Zed,B-,jungle,46.33,0.65,26.46,-3,17452,bronze
50,Rek'Sai,C+,jungle,45.61,0.54,0.37,-2,14516,bronze
51,Volibear,C+,jungle,49.35,1.49,2.00,0,40172,bronze
52,Qiyana,C+,jungle,43.10,0.21,0.28,-1,5777,bronze
53,Shaco,C+,jungle,48.51,7.21,31.94,-7,194498,bronze
54,Dr. Mundo,C+,jungle,49.17,0.34,3.23,0,9227,bronze
55,Gragas,C+,jungle,45.50,1.68,0.42,-6,45205,bronze
56,Nunu,C+,jungle,46.32,3.51,0.65,-10,94509,bronze
57,Olaf,C,jungle,45.96,0.35,1.97,-1,9558,bronze
58,Yorick,C,jungle,48.67,0.13,6.77,0,3583,bronze
59,Riven,C,jungle,40.12,0.12,0.90,-1,3183,bronze
60,Nidalee,C,jungle,43.93,2.17,0.87,-12,58620,bronze
61,Quinn,C,jungle,45.18,0.09,1.90,0,2450,bronze
62,Camille,C,jungle,39.93,0.07,1.19,-1,1833,bronze
63,Morgana,C-,jungle,49.01,0.56,27.95,0,15152,bronze
64,Shen,C-,jungle,46.18,0.16,0.25,0,4344,bronze
65,Nasus,C-,jungle,48.07,0.53,7.55,-1,14157,bronze
66,Xin Zhao,C-,jungle,48.50,3.00,0.44,-2,80972,bronze
67,Neeko,D+,jungle,44.77,0.18,5.25,-1,4724,bronze
68,Sejuani,D+,jungle,48.46,2.50,0.38,-2,67392,bronze
69,Urgot,D+,jungle,44.93,0.07,1.44,0,1854,bronze
70,Garen,D,jungle,47.51,0.59,6.95,-1,15827,bronze
71,Cho'Gath,D,jungle,46.40,0.36,1.30,-1,9821,bronze
72,Twitch,D,jungle,41.17,0.45,5.56,-4,12104,bronze
73,Wukong,D-,jungle,47.25,1.74,0.37,-3,46901,bronze
74,Malphite,D-,jungle,46.02,0.79,7.58,-3,21197,bronze
75,Naafiri,D-,jungle,41.53,0.38,3.53,-3,10122,bronze
1,Karthus,S+,middle,50.81,0.20,0.58,0,5160,bronze
2,Galio,S+,middle,51.27,1.70,0.47,4,44241,bronze
3,Singed,S+,middle,55.88,0.09,0.56,1,2287,bronze
4,Swain,S,middle,52.87,1.05,5.20,4,27357,bronze
5,Lux,S,middle,50.81,5.12,25.33,11,133477,bronze
6,Illaoi,S,middle,52.60,0.21,19.93,1,5517,bronze
7,Xerath,S-,middle,51.86,2.82,16.63,9,73570,bronze
8,Tryndamere,S-,middle,51.37,0.25,4.07,1,6529,bronze
9,Fizz,S-,middle,51.70,7.10,13.91,21,185053,bronze
10,Heimerdinger,S-,middle,52.18,1.17,2.62,4,30616,bronze
11,Brand,S-,middle,51.65,1.83,9.92,5,47681,bronze
12,Irelia,A+,middle,50.10,4.06,9.32,4,105922,bronze
13,Riven,A+,middle,50.50,0.31,0.90,0,8033,bronze
14,Draven,A+,middle,49.63,0.08,8.95,0,2154,bronze
15,Ekko,A+,middle,50.04,3.02,2.69,3,78690,bronze
16,Taliyah,A+,middle,49.21,0.42,0.30,0,10820,bronze
17,Graves,A+,middle,50.29,0.15,4.73,0,3782,bronze
18,Fiddlesticks,A,middle,53.11,0.11,0.98,0,2785,bronze
19,Quinn,A,middle,51.28,0.23,1.90,0,6004,bronze
20,Teemo,A,middle,52.96,0.73,16.52,3,18922,bronze
21,Nasus,A,middle,52.58,0.40,7.55,1,10461,bronze
22,Urgot,A,middle,53.27,0.09,1.44,0,2450,bronze
23,Kennen,A,middle,50.95,0.33,0.63,1,8556,bronze
24,Aurelion Sol,A,middle,51.38,1.98,1.34,4,51568,bronze
25,Renekton,A,middle,50.58,0.41,2.81,1,10717,bronze
26,Garen,A-,middle,54.45,0.46,6.95,3,12018,bronze
27,Naafiri,A-,middle,50.59,1.91,3.53,3,49833,bronze
28,Kled,A-,middle,52.32,0.09,0.78,0,2221,bronze
29,Anivia,A-,middle,50.61,1.10,0.82,2,28553,bronze
30,Yasuo,A-,middle,49.69,14.26,28.11,10,371572,bronze
31,Kayle,A-,middle,53.59,0.30,1.44,1,7726,bronze
32,Pantheon,A-,middle,50.05,3.02,3.90,3,78632,bronze
33,Ornn,A-,middle,50.29,0.06,0.72,0,1533,bronze
34,Aatrox,A-,middle,49.83,0.30,11.51,0,7917,bronze
35,Veigar,B+,middle,51.86,7.64,5.10,21,199033,bronze
36,Sylas,B+,middle,48.94,8.89,17.61,-3,231590,bronze
37,Diana,B+,middle,50.74,1.98,1.96,3,51603,bronze
38,Sett,B+,middle,52.92,0.52,4.11,2,13595,bronze
39,Vex,B+,middle,50.53,4.75,5.09,7,123836,bronze
40,Camille,B+,middle,47.32,0.09,1.19,0,2238,bronze
41,Syndra,B+,middle,48.67,5.08,5.28,-3,132439,bronze
42,Talon,B+,middle,49.07,3.21,1.63,0,83540,bronze
43,Malzahar,B+,middle,51.97,4.41,8.10,13,115048,bronze
44,Twitch,B+,middle,49.98,0.21,5.56,0,5412,bronze
45,Cassiopeia,B,middle,49.11,1.26,1.22,0,32950,bronze
46,Vladimir,B,middle,49.19,2.12,2.84,0,55309,bronze
47,Viktor,B,middle,50.61,1.79,0.87,3,46636,bronze
48,Jayce,B,middle,48.55,2.03,2.05,-1,52877,bronze
49,Twisted Fate,B,middle,49.32,2.18,0.18,0,56905,bronze
50,K'Sante,B,middle,46.30,0.14,3.22,0,3611,bronze
51,Mordekaiser,B,middle,52.64,0.33,10.16,1,8676,bronze
52,Katarina,B,middle,48.07,5.23,5.62,-6,136255,bronze
53,Shen,B,middle,51.79,0.06,0.25,0,1645,bronze
54,Nunu,B,middle,48.13,0.17,0.65,0,4315,bronze
55,Yorick,B,middle,53.28,0.30,6.77,1,7804,bronze
56,Vel'Koz,B-,middle,50.80,0.85,0.78,1,22206,bronze
57,Ziggs,B-,middle,50.35,1.39,2.75,2,36281,bronze
58,Kassadin,B-,middle,49.74,1.41,1.13,1,36688,bronze
59,Akshan,B-,middle,48.30,1.50,2.28,-1,39130,bronze
60,Neeko,B-,middle,49.75,3.14,5.25,2,81808,bronze
61,Xin Zhao,B-,middle,51.70,0.19,0.44,0,4839,bronze
62,Malphite,B-,middle,50.31,1.20,7.58,1,31246,bronze
63,Gangplank,B-,middle,50.33,0.36,1.88,0,9365,bronze
64,Gragas,B-,middle,46.64,0.26,0.42,-1,6726,bronze
65,Akali,B-,middle,49.04,11.23,17.53,-2,292748,bronze
66,Sion,B-,middle,50.70,0.31,1.57,0,7990,bronze
67,Yone,C+,middle,49.61,14.27,26.58,8,371802,bronze
68,Qiyana,C+,middle,44.70,1.48,0.28,-7,38674,bronze
69,Morgana,C+,middle,51.36,0.92,27.95,3,24064,bronze
70,Zed,C+,middle,47.38,8.35,26.46,-21,217624,bronze
71,Annie,C+,middle,49.73,1.51,0.71,1,39282,bronze
72,Zilean,C+,middle,49.22,0.12,0.35,0,3011,bronze
73,Rumble,C+,middle,48.96,0.36,1.08,0,9345,bronze
74,Gnar,C+,middle,48.77,0.05,0.60,0,1341,bronze
75,Shyvana,C+,middle,52.24,0.12,0.78,0,3084,bronze
76,Gwen,C,middle,47.51,0.12,1.92,0,3027,bronze
77,Zoe,C,middle,46.58,1.90,1.15,-5,49452,bronze
78,Cho'Gath,C,middle,50.10,0.51,1.30,0,13332,bronze
79,Nidalee,C,middle,45.04,0.08,0.87,0,1994,bronze
80,Pyke,C,middle,47.30,0.18,13.13,0,4814,bronze
81,Orianna,C,middle,47.74,5.14,5.69,-8,133914,bronze
82,Kai'Sa,C,middle,46.23,0.39,4.39,-1,10199,bronze
83,Tristana,C,middle,49.54,1.25,4.73,0,32637,bronze
84,Zyra,C-,middle,50.09,0.31,8.68,0,8150,bronze
85,Azir,C-,middle,45.99,2.46,0.79,-8,64157,bronze
86,Seraphine,C-,middle,48.18,0.28,1.86,0,7385,bronze
87,Lissandra,C-,middle,49.26,1.53,0.84,0,39762,bronze
88,Varus,C-,middle,47.03,0.42,1.91,-1,11048,bronze
89,LeBlanc,C-,middle,46.62,3.29,6.37,-9,85787,bronze
90,Ezreal,D+,middle,45.84,0.80,10.41,-3,20960,bronze
91,Tahm Kench,D+,middle,48.97,0.13,2.09,0,3361,bronze
92,Ryze,D+,middle,49.02,1.42,0.28,0,37054,bronze
93,Wukong,D+,middle,50.29,0.11,0.37,0,2947,bronze
94,Hwei,D,middle,41.19,9.37,16.70,-90,244256,bronze
95,Caitlyn,D,middle,47.88,0.54,15.98,-1,13988,bronze
96,Kog'Maw,D,middle,49.25,0.10,0.46,0,2542,bronze
97,Ahri,D,middle,48.80,8.05,3.23,-3,209798,bronze
98,Karma,D-,middle,44.58,0.14,0.82,-1,3656,bronze
99,Corki,D-,middle,46.47,0.49,0.14,-1,12736,bronze
100,Lucian,D-,middle,45.61,0.44,2.27,-2,11391,bronze
1,Karthus,S+,bottom,52.05,0.11,0.58,0,3026,bronze
2,Yasuo,S,bottom,50.73,2.50,28.11,5,67259,bronze
3,Swain,S,bottom,53.37,0.46,5.20,2,12289,bronze
4,Jhin,S-,bottom,50.28,14.09,5.18,16,378868,bronze
5,Cassiopeia,A+,bottom,51.80,0.09,1.22,0,2440,bronze
6,Heimerdinger,A+,bottom,51.91,0.31,2.62,1,8365,bronze
7,Nilah,A+,bottom,51.66,1.91,3.60,5,51435,bronze
8,Vayne,A,bottom,49.71,9.94,9.46,6,267174,bronze
9,Brand,A,bottom,51.38,0.28,9.92,1,7554,bronze
10,Aurelion Sol,A,bottom,53.19,0.10,1.34,0,2741,bronze
11,Ziggs,A,bottom,51.35,2.28,2.75,5,61422,bronze
12,Teemo,A-,bottom,51.75,0.36,16.52,1,9695,bronze
13,Kindred,A-,bottom,46.81,0.06,0.84,0,1741,bronze
14,Ashe,A-,bottom,49.86,13.41,7.29,10,360534,bronze
15,Quinn,B+,bottom,49.53,0.16,1.90,0,4335,bronze
16,Veigar,B+,bottom,52.80,0.84,5.10,3,22670,bronze
17,Twisted Fate,B+,bottom,49.10,0.12,0.18,0,3214,bronze
18,Akshan,B+,bottom,48.42,0.22,2.28,0,5871,bronze
19,Tahm Kench,B+,bottom,50.90,0.19,2.09,0,5171,bronze
20,Seraphine,B,bottom,50.59,0.47,1.86,1,12703,bronze
21,Draven,B,bottom,47.03,3.50,8.95,-8,94198,bronze
22,Twitch,B,bottom,49.60,4.70,5.56,2,126380,bronze
23,Jinx,B,bottom,49.33,14.11,2.92,2,379222,bronze
24,Ezreal,B,bottom,48.27,18.38,10.41,-19,494181,bronze
25,Senna,B-,bottom,47.93,0.67,5.72,-1,17891,bronze
26,Miss Fortune,B-,bottom,51.36,19.72,7.25,46,529985,bronze
27,Aphelios,B-,bottom,47.67,3.74,1.21,-6,100556,bronze
28,Kog'Maw,B-,bottom,50.48,1.30,0.46,2,34919,bronze
29,Kalista,B-,bottom,47.03,2.18,1.14,-5,58616,bronze
30,Malzahar,C+,bottom,51.54,0.11,8.10,0,2996,bronze
31,Varus,C+,bottom,48.70,8.11,1.91,-4,218134,bronze
32,Xayah,C+,bottom,47.28,5.07,1.83,-10,136363,bronze
33,Kai'Sa,C+,bottom,47.07,14.34,4.39,-32,385568,bronze
34,Hwei,C,bottom,44.58,0.48,16.70,-3,12998,bronze
35,Samira,C,bottom,48.88,8.31,23.30,-3,223263,bronze
36,Cho'Gath,C,bottom,49.01,0.09,1.30,0,2471,bronze
37,Tristana,C-,bottom,48.88,8.71,4.73,-3,234093,bronze
38,Caitlyn,C-,bottom,49.05,21.13,15.98,-4,567922,bronze
39,Sivir,C-,bottom,49.05,3.15,0.90,0,84808,bronze
40,Anivia,D+,bottom,45.37,0.04,0.82,0,950,bronze
41,Lucian,D,bottom,47.61,8.11,2.27,-13,218077,bronze
42,Vel'Koz,D,bottom,46.71,0.08,0.78,0,2222,bronze
43,Zeri,D-,bottom,46.12,1.99,0.55,-6,53460,bronze
44,Corki,D-,bottom,45.20,0.08,0.14,0,2104,bronze
1,Sylas,S+,support,50.51,0.60,17.61,1,16962,bronze
2,Brand,S+,support,52.06,6.82,9.92,22,192463,bronze
3,Zac,S,support,51.62,0.27,0.85,1,7736,bronze
4,Poppy,S,support,50.34,0.27,1.12,0,7600,bronze
5,Lux,S,support,50.51,20.53,25.33,36,579042,bronze
6,Xerath,S,support,51.82,6.32,16.63,20,178198,bronze
7,Zyra,S-,support,52.43,6.61,8.68,23,186411,bronze
8,Galio,S-,support,50.90,0.72,0.47,1,20225,bronze
9,Swain,S-,support,50.85,5.17,5.20,9,145736,bronze
10,Taliyah,A+,support,48.88,0.09,0.30,0,2639,bronze
11,Taric,A+,support,51.51,1.00,0.25,2,28243,bronze
12,Shaco,A+,support,51.33,1.22,31.94,4,34450,bronze
13,Heimerdinger,A+,support,50.84,1.58,2.62,3,44511,bronze
14,Rakan,A+,support,49.80,5.09,2.09,3,143456,bronze
15,Blitzcrank,A,support,50.07,8.46,31.41,11,238507,bronze
16,Teemo,A,support,52.56,1.41,16.52,6,39777,bronze
17,Maokai,A,support,51.95,1.65,0.61,5,46523,bronze
18,Kennen,A,support,50.20,0.07,0.63,0,2040,bronze
