grade,counter,win_rate_weak,games_played_weak,strong,win_rate_strong,games_played_strong,champion_name,tier,lane
4,"['ziggs', 'xerath', 'swain', 'shaco', 'sona']","['42.86', '43.86', '45.23', '46.21', '46.32']","['63', '513', '398', '132', '190']","['galio', 'hwei', 'braum', 'lulu', 'alistar']","['62.22', '58.21', '57.46', '56.88', '55.99']","['45', '201', '134', '276', '284']",heimerdinger,silver,support
2,"['zyra', 'teemo', 'brand', 'nami', 'zilean']","['44.46', '44.48', '45.54', '45.91', '46.88']","['2265', '326', '2073', '1137', '497']","['amumu', 'veigar', 'hwei', 'galio', 'heimerdinger']","['60.8', '57.3', '56.91', '55.56', '54.77']","['199', '274', '854', '207', '398']",swain,silver,support
,"['morgana', 'nautilus', 'xerath', 'thresh']","['38.98', '40.38', '41.03', '48.98']","['59', '52', '39', '49']","['senna', 'blitzcrank', 'pyke', 'lux', 'rakan']","['61.29', '58.14', '54.84', '54.64', '51.43']","['62', '43', '31', '97', '35']",karthus,silver,support
3,"['shen', 'teemo', 'ziggs', 'shaco', 'twitch']","['40', '42.27', '44.07', '45.89', '46.15']","['45', '97', '59', '146', '91']","['hwei', 'malphite', 'rell', 'taric', 'braum']","['61.69', '60.19', '59.57', '59.43', '59.24']","['308', '103', '188', '106', '157']",zilean,silver,support
3,"['heimerdinger', 'shen', 'swain', 'brand', 'zyra']","['44.01', '45.45', '46.21', '46.47', '46.5']","['284', '110', '1028', '1033', '1172']","['missfortune', 'veigar', 'hwei', 'twitch', 'ashe']","['58.85', '56.91', '56.66', '56.29', '55.73']","['243', '188', '623', '167', '707']",alistar,silver,support
3,"['renata', 'taric', 'leona', 'zilean', 'morgana']","['45.6', '45.87', '47.47', '47.66', '47.7']","['193', '109', '752', '128', '979']","['tahmkench', 'veigar', 'shen', 'hwei', 'seraphine']","['60.45', '60', '60', '59.94', '58.41']","['134', '90', '50', '312', '452']",maokai,silver,support
3,"['amumu', 'braum', 'sona', 'galio', 'renata']","['38.98', '43.93', '44.51', '46.81', '47.37']","['59', '107', '173', '47', '133']","['hwei', 'twitch', 'missfortune', 'zilean', 'taric']","['63.59', '62.86', '62.73', '57.73', '56.9']","['195', '70', '110', '97', '58']",teemo,silver,support
,"['zilean', 'soraka', 'maokai', 'braum', 'senna']","['38.46', '43.1', '43.14', '44.44', '44.48']","['39', '116', '51', '54', '308']","['ashe', 'rell', 'yuumi', 'janna', 'milio']","['61.06', '61.02', '60.99', '59.72', '59.21']","['113', '59', '141', '72', '76']",fiddlesticks,silver,support
3,"['ziggs', 'maokai', 'renata', 'galio', 'taric']","['44.19', '45.61', '46.12', '46.43', '47.1']","['86', '239', '258', '84', '138']","['missfortune', 'tahmkench', 'malphite', 'hwei', 'bard']","['66.04', '58.99', '57.06', '56.85', '56.54']","['159', '178', '170', '438', '283']",sona,silver,support
3,"['braum', 'janna', 'heimerdinger', 'ziggs', 'amumu']","['43.84', '45.74', '46.09', '46.77', '46.81']","['203', '282', '128', '62', '94']","['hwei', 'shen', 'twitch', 'tahmkench', 'veigar']","['65.65', '62.32', '58.7', '58.27', '58.25']","['329', '69', '92', '127', '103']",renata,silver,support
,"['pantheon', 'maokai', 'shaco', 'milio', 'bard']","['36.67', '41.86', '42.31', '43.08', '44']","['60', '43', '52', '65', '50']","['missfortune', 'braum', 'karma', 'heimerdinger', 'sona']","['64.71', '64.29', '57.5', '57.14', '56.82']","['68', '42', '120', '35', '44']",leblanc,silver,support
,[],[],[],[],[],[],elise,silver,support
,"['morgana', 'brand', 'milio', 'rakan', 'neeko']","['37.41', '39.58', '42.11', '42.86', '43.28']","['147', '96', '38', '98', '67']","['braum', 'pantheon', 'yuumi', 'karma', 'swain']","['62.86', '61.7', '61.64', '61.02', '59.32']","['35', '47', '73', '59', '59']",zoe,silver,support
2,"['swain', 'morgana', 'xerath', 'taric', 'shen']","['47.08', '47.64', '47.69', '47.93', '47.96']","['2073', '4656', '2795', '676', '269']","['hwei', 'missfortune', 'yuumi', 'twitch', 'malphite']","['60.97', '58.63', '56.99', '55.52', '55.2']","['1194', '510', '2016', '308', '558']",leona,silver,support
,"['leona', 'thresh', 'senna']","['38.46', '38.89', '46.15']","['39', '36', '39']","['pyke', 'morgana', 'zyra', 'xerath', 'lux']","['59.46', '58.14', '58.14', '54.84', '51.16']","['37', '43', '43', '31', '86']",kennen,silver,support
4,"['maokai', 'shaco', 'sona', 'teemo', 'brand']","['42.93', '43.26', '43.46', '45.13', '45.7']","['205', '178', '283', '113', '698']","['missfortune', 'twitch', 'hwei', 'pantheon', 'ashe']","['58.87', '55', '54.39', '53.56', '53.4']","['124', '80', '342', '295', '427']",bard,silver,support
2,"['zyra', 'velkoz', 'xerath', 'amumu', 'ziggs']","['45.55', '45.74', '46.11', '46.9', '46.97']","['5611', '1703', '4693', '516', '479']","['hwei', 'rell', 'lulu', 'missfortune', 'malphite']","['58.43', '53.52', '53.41', '53.1', '52.84']","['2129', '1349', '2769', '887', '950']",senna,silver,support
3,"['maokai', 'sona', 'teemo', 'janna', 'ziggs']","['45.42', '45.56', '45.86', '46.02', '46.07']","['240', '360', '157', '352', '89']","['hwei', 'missfortune', 'taric', 'lulu', 'tahmkench']","['62.05', '58.33', '56.15', '55.91', '55.48']","['419', '192', '130', '728', '146']",milio,silver,support
,"['milio', 'sona', 'braum', 'swain', 'pantheon']","['30', '34.78', '37.5', '41.05', '44.44']","['60', '46', '32', '95', '45']","['lulu', 'alistar', 'neeko', 'ashe', 'nami']","['67.29', '62.9', '60.29', '59.3', '58.67']","['107', '62', '68', '86', '75']",annie,silver,support
2,"['heimerdinger', 'xerath', 'brand', 'maokai', 'swain']","['44.57', '45.1', '45.24', '45.26', '45.27']","['774', '3712', '3267', '886', '2578']","['hwei', 'yuumi', 'pantheon', 'missfortune', 'amumu']","['56.67', '54.82', '54.77', '54.72', '53.63']","['1574', '2260', '1280', '689', '427']",thresh,silver,support
5,"['taric', 'renata', 'veigar', 'twitch', 'maokai']","['31.58', '37.68', '40', '40', '40']","['38', '69', '30', '30', '50']","['missfortune', 'zilean', 'yuumi', 'hwei', 'ashe']","['63.33', '60', '58.39', '58.25', '56.76']","['30', '45', '149', '103', '111']",shen,silver,support
3,"['amumu', 'shaco', 'galio', 'twitch', 'teemo']","['36.21', '41.36', '45.24', '45.26', '45.27']","['116', '191', '84', '95', '148']","['hwei', 'lulu', 'tahmkench', 'missfortune', 'braum']","['62.15', '57.41', '57.24', '56.22', '55.88']","['428', '533', '152', '201', '272']",velkoz,silver,support
,"['senna', 'morgana', 'leona', 'lux', 'pyke']","['45.83', '45.83', '45.95', '45.95', '47.06']","['48', '48', '37', '74', '34']","['thresh', 'zyra', 'blitzcrank', 'rakan']","['61.36', '53.13', '52.94', '51.22']","['44', '32', '34', '41']",singed,silver,support
,"['karma', 'nami', 'brand', 'xerath', 'rakan']","['35.19', '35.42', '38.81', '40.37', '41.77']","['54', '48', '67', '109', '79']","['pantheon', 'seraphine', 'hwei', 'ashe']","['58.33', '54.76', '52', '51.47']","['36', '42', '50', '68']",syndra,silver,support
3,"['galio', 'zilean', 'teemo', 'amumu', 'zyra']","['41.38', '42.46', '43.11', '45.11', '45.71']","['145', '398', '225', '184', '2006']","['hwei', 'missfortune', 'malphite', 'ashe', 'tahmkench']","['56.73', '56.28', '56.16', '54.98', '54.78']","['728', '247', '276', '844', '272']",nami,silver,support
,"['alistar', 'xerath', 'yuumi', 'swain', 'neeko']","['33.33', '33.73', '36.36', '38.1', '40']","['33', '83', '55', '63', '35']","['karma', 'nami', 'hwei', 'rakan', 'lulu']","['57.45', '54.76', '54.55', '54.1', '51.16']","['47', '42', '44', '61', '43']",orianna,silver,support
1,"['teemo', 'zyra', 'xerath', 'heimerdinger', 'milio']","['46.18', '47.17', '47.37', '48.76', '48.88']","['641', '5527', '4418', '890', '1651']","['hwei', 'malphite', 'pantheon', 'galio', 'nautilus']","['58.88', '58.41', '56.25', '55.96', '55.27']","['1919', '856', '1440', '361', '5649']",morgana,silver,support
,"['morgana', 'zyra', 'soraka', 'nautilus', 'senna']","['38.89', '40', '45.71', '47.27', '47.54']","['54', '40', '35', '55', '61']","['rakan', 'swain', 'brand', 'blitzcrank', 'thresh']","['54.84', '53.33', '52.27', '51.02', '50.88']","['31', '30', '44', '49', '57']",ivern,silver,support
,"['alistar', 'seraphine', 'xerath', 'neeko', 'lux']","['38.71', '38.89', '42.86', '44.19', '45.51']","['31', '36', '84', '43', '167']","['lulu', 'swain', 'zyra', 'nami', 'yuumi']","['65', '56.52', '55.74', '54.84', '54.55']","['40', '46', '61', '31', '44']",jarvaniv,silver,support
3,"['shaco', 'twitch', 'zyra', 'maokai', 'amumu']","['41.84', '43.27', '44.02', '44.98', '45.51']","['282', '171', '1513', '329', '167']","['hwei', 'malphite', 'missfortune', 'ziggs', 'bard']","['56.07', '55.09', '54.75', '54.26', '53.33']","['610', '265', '263', '129', '375']",neeko,silver,support
,"['rakan', 'thresh', 'leona', 'blitzcrank', 'xerath']","['36.67', '40.91', '43.33', '46.3', '46.67']","['30', '44', '30', '54', '30']","['morgana', 'nautilus', 'lux', 'senna']","['63.04', '59.09', '56.98', '51.06']","['46', '44', '86', '47']",rumble,silver,support
3,"['maokai', 'shen', 'amumu', 'braum', 'shaco']","['43.38', '43.42', '43.67', '44.41', '44.57']","['793', '228', '316', '743', '552']","['hwei', 'ziggs', 'ashe', 'twitch', 'yuumi']","['58.28', '53.97', '53.79', '53.64', '52.78']","['1129', '252', '1307', '302', '1584']",pyke,silver,support
4,"['zilean', 'zyra', 'galio', 'janna', 'amumu']","['40.43', '42.42', '43.82', '45.43', '45.45']","['188', '792', '89', '405', '99']","['yuumi', 'hwei', 'malphite', 'karma', 'bard']","['57.19', '57.03', '56.32', '54.33', '54.27']","['598', '384', '190', '427', '234']",rell,silver,support
2,"['taric', 'shaco', 'morgana', 'amumu', 'brand']","['43.92', '44.19', '44.73', '45.34', '45.71']","['756', '688', '5649', '461', '3074']","['yuumi', 'hwei', 'missfortune', 'ashe', 'twitch']","['57.44', '57.36', '56.26', '54.16', '53']","['2244', '1468', '615', '1815', '383']",nautilus,silver,support
,"['swain', 'neeko', 'soraka', 'blitzcrank', 'nautilus']","['34.69', '37.21', '37.5', '37.5', '39.05']","['49', '43', '32', '96', '105']","['yuumi', 'ashe']","['67.44', '58.97']","['43', '39']",gragas,silver,support
,"['nautilus', 'ashe', 'thresh', 'rakan', 'alistar']","['38.1', '39.06', '40.32', '40.54', '40.98']","['105', '64', '124', '74', '61']","['yuumi', 'karma', 'nami', 'senna', 'hwei']","['68.42', '61.11', '53.06', '51.41', '51.16']","['57', '54', '49', '142', '43']",leesin,silver,support
5,"['teemo', 'renata', 'janna', 'seraphine', 'alistar']","['37.14', '41.3', '42.71', '43.07', '43.71']","['70', '92', '96', '202', '167']","['hwei', 'shen', 'neeko', 'missfortune', 'velkoz']","['62.03', '60', '56.73', '55', '54.74']","['158', '30', '171', '60', '95']",twitch,silver,support
,"['zyra', 'swain', 'janna', 'blitzcrank', 'nami']","['35.8', '36.17', '42.86', '43.42', '43.75']","['81', '47', '35', '76', '32']","['hwei', 'ashe', 'nautilus', 'lux', 'karma']","['61.76', '56.41', '55.41', '53.39', '52.5']","['34', '39', '74', '236', '40']",nidalee,silver,support
4,"['zilean', 'taric', 'heimerdinger', 'velkoz', 'zyra']","['40.76', '42.25', '42.54', '44.12', '44.34']","['157', '142', '134', '272', '821']","['hwei', 'missfortune', 'veigar', 'renata', 'teemo']","['58.98', '58.78', '56.48', '56.16', '56.07']","['334', '131', '108', '203', '107']",braum,silver,support
5,"['galio', 'rakan', 'shaco', 'blitzcrank', 'tahmkench']","['38.46', '42.08', '43.55', '43.92', '44.26']","['39', '221', '62', '296', '61']","['hwei', 'veigar', 'heimerdinger', 'amumu', 'missfortune']","['62.9', '60', '57.14', '57.14', '56.52']","['124', '40', '63', '35', '69']",ziggs,silver,support
4,"['swain', 'ziggs', 'heimerdinger', 'shaco', 'zilean']","['39.2', '42.86', '44.26', '44.26', '44.44']","['199', '35', '61', '61', '72']","['velkoz', 'teemo', 'tahmkench', 'hwei', 'veigar']","['63.79', '61.02', '60.38', '58.97', '56.52']","['116', '59', '53', '156', '46']",amumu,silver,support
5,"['taric', 'maokai', 'amumu', 'shaco', 'sona']","['39.13', '39.55', '39.62', '40.4', '41.01']","['69', '134', '53', '99', '178']","['shen', 'galio', 'pantheon', 'ashe', 'ziggs']","['57.5', '56.76', '55.93', '55.9', '55.74']","['40', '37', '177', '229', '61']",tahmkench,silver,support
,"['swain', 'senna', 'nami', 'morgana', 'brand']","['41.54', '44.6', '44.68', '45.38', '45.45']","['65', '139', '47', '119', '66']","['lulu', 'alistar', 'karma', 'pyke', 'hwei']","['66.1', '60.61', '59.57', '58.7', '58.14']","['59', '33', '47', '92', '43']",sion,silver,support
3,"['maokai', 'zyra', 'galio', 'zilean', 'brand']","['41.59', '43.41', '43.96', '45.1', '45.25']","['452', '2686', '182', '439', '2042']","['hwei', 'twitch', 'veigar', 'ashe', 'amumu']","['57.77', '56.93', '55.22', '54.48', '53.55']","['914', '202', '230', '971', '211']",seraphine,silver,support
,"['pantheon', 'swain', 'janna', 'leona', 'sona']","['40.63', '41.3', '41.67', '42.67', '43.24']","['32', '46', '36', '75', '37']","['hwei', 'yuumi', 'neeko', 'ashe', 'lulu']","['67.57', '56.14', '55.56', '54.76', '54.55']","['37', '57', '36', '42', '44']",camille,silver,support
,"['sona', 'nami', 'brand', 'morgana', 'swain']","['23.33', '29.27', '37.1', '39.64', '42']","['30', '41', '62', '111', '50']","['hwei', 'alistar', 'yuumi', 'seraphine', 'ashe']","['63.89', '59.18', '54.17', '54', '53.49']","['36', '49', '72', '50', '43']",ahri,silver,support
,"['alistar', 'neeko', 'lulu', 'nami', 'leona']","['32.65', '35.14', '36.17', '37.5', '37.68']","['49', '37', '47', '40', '69']","['pyke', 'hwei', 'ashe', 'milio', 'rakan']","['62.5', '60', '58.33', '57.58', '54.84']","['80', '35', '36', '33', '62']",vex,silver,support
4,"['maokai', 'zyra', 'blitzcrank', 'shen', 'morgana']","['42.09', '44.5', '44.89', '45.1', '45.61']","['335', '1701', '1517', '102', '2736']","['hwei', 'taric', 'missfortune', 'veigar', 'renata']","['57.01', '54.97', '54.2', '53.15', '52.49']","['656', '171', '345', '222', '402']",karma,silver,support
,"['shaco', 'veigar', 'morgana', 'rakan', 'tahmkench']","['31.25', '38.71', '40.56', '40.65', '41.46']","['32', '31', '180', '155', '41']","['hwei', 'braum', 'bard', 'nami', 'missfortune']","['62.16', '57.78', '57.78', '56.06', '55.88']","['74', '45', '45', '66', '34']",sett,silver,support
4,"['renata', 'shaco', 'veigar', 'morgana', 'tahmkench']","['41.92', '42.16', '43.17', '43.75', '44.07']","['260', '204', '139', '1440', '177']","['missfortune', 'hwei', 'twitch', 'heimerdinger', 'galio']","['56.41', '56', '52.55', '52.5', '52.38']","['156', '475', '137', '200', '84']",pantheon,silver,support
5,"['renata', 'shaco', 'taric', 'teemo', 'ziggs']","['34.35', '35.51', '36.05', '36.41', '37.1']","['329', '276', '172', '195', '124']",[],[],[],hwei,silver,support
,"['xerath', 'lulu', 'nami', 'alistar', 'brand']","['35', '38.78', '39.53', '40', '41.3']","['60', '49', '43', '30', '46']","['ashe', 'hwei', 'blitzcrank', 'zyra', 'thresh']","['57.89', '55.26', '53.54', '53.16', '52.94']","['38', '38', '99', '79', '68']",lissandra,silver,support
,['lux'],['37.5'],['56'],['senna'],['57.14'],['42'],kogmaw,silver,support
,"['morgana', 'senna']","['31.82', '40.82']","['44', '49']","['lux', 'thresh']","['58.67', '53.33']","['75', '45']",aurelionsol,silver,support
4,"['shaco', 'shen', 'xerath', 'tahmkench', 'alistar']","['41.69', '43.24', '43.48', '43.91', '44.27']","['295', '111', '1847', '230', '707']","['hwei', 'veigar', 'missfortune', 'malphite', 'pantheon']","['56.49', '56.39', '54.98', '52.98', '52.79']","['724', '227', '502', '319', '519']",ashe,silver,support
,"['yuumi', 'senna', 'xerath', 'brand', 'zyra']","['25.81', '35.94', '36.96', '38.71', '40.82']","['31', '64', '46', '31', '49']","['leona', 'thresh', 'pyke']","['60.98', '51.79', '51.52']","['41', '56', '33']",twistedfate,silver,support
,"['leona', 'xerath', 'swain', 'nautilus', 'lux']","['32.35', '39.39', '42.42', '43.1', '44.64']","['34', '33', '33', '58', '112']","['lulu', 'thresh']","['63.64', '50.82']","['33', '61']",ornn,silver,support
,"['senna', 'pyke', 'leona', 'nautilus', 'lux']","['23.53', '24.32', '28.57', '32.69', '36.25']","['51', '37', '35', '52', '80']",['ashe'],['66.67'],['33'],nunu,silver,support
,"['janna', 'nami', 'velkoz', 'alistar', 'zyra']","['32.26', '36', '37.21', '37.25', '39.04']","['31', '75', '43', '51', '146']","['bard', 'rell', 'tahmkench', 'sona', 'ashe']","['59.38', '57.14', '56.67', '55.81', '54.72']","['32', '56', '30', '43', '53']",anivia,silver,support
4,"['velkoz', 'heimerdinger', 'taric', 'milio', 'brand']","['42.59', '43.12', '43.58', '44.09', '44.74']","['533', '276', '218', '728', '1435']","['hwei', 'ziggs', 'yuumi', 'missfortune', 'amumu']","['58.28', '54.55', '53.6', '53.54', '52.76']","['755', '154', '1237', '297', '199']",lulu,silver,support
,"['zyra', 'leona', 'hwei', 'seraphine', 'lux']","['31.67', '36.17', '36.36', '37.14', '40.31']","['60', '47', '33', '35', '129']","['brand', 'morgana', 'nautilus', 'soraka', 'thresh']","['62', '59.57', '56.72', '56.25', '55.22']","['50', '94', '67', '32', '67']",malzahar,silver,support
,[],[],[],[],[],[],skarner,silver,support
,"['swain', 'malphite', 'nautilus', 'pyke', 'janna']","['37.18', '38.71', '39.72', '41.51', '41.86']","['78', '31', '141', '106', '43']","['bard', 'pantheon', 'soraka', 'neeko', 'alistar']","['61.29', '57.14', '56.52', '55.56', '54.84']","['31', '42', '69', '54', '62']",chogath,silver,support
5,"['shaco', 'ziggs', 'maokai', 'renata', 'zyra']","['39.34', '40', '40', '41.75', '42.41']","['61', '40', '90', '103', '481']","['shen', 'hwei', 'pantheon', 'lulu', 'rell']","['60', '58.21', '56.83', '53.82', '52.8']","['30', '201', '139', '249', '125']",veigar,silver,support
5,"['taric', 'zilean', 'zyra', 'morgana', 'sona']","['37.18', '39.81', '41.04', '41.59', '42.94']","['78', '103', '575', '856', '170']","['missfortune', 'hwei', 'pantheon', 'shen', 'karma']","['56.59', '53.54', '53.02', '52.5', '52.45']","['129', '254', '215', '40', '286']",malphite,silver,support
4,"['shen', 'nautilus', 'rell', 'leona', 'rakan']","['41.61', '42.56', '42.81', '43.01', '43.29']","['149', '2244', '598', '2016', '1573']","['hwei', 'ziggs', 'missfortune', 'malphite', 'renata']","['59.61', '55.11', '53.3', '51.32', '51.19']","['770', '176', '364', '341', '420']",yuumi,silver,support
,"['rakan', 'brand', 'thresh', 'zyra', 'pyke']","['34.29', '34.38', '36.96', '42.42', '43.59']","['35', '32', '46', '33', '39']",['lux'],['51.43'],['70'],sejuani,silver,support
5,"['sona', 'shaco', 'shen', 'teemo', 'taric']","['33.96', '36.52', '36.67', '37.27', '38.46']","['159', '115', '30', '110', '52']","['tahmkench', 'pyke', 'rell', 'hwei']","['52.94', '51.62', '51.45', '50.2']","['85', '401', '138', '253']",missfortune,silver,support
3,"['varus', 'kayle', 'sylas', 'illaoi', 'drmundo']","['42.86', '47.28', '47.76', '48.13', '48.15']","['77', '349', '67', '507', '324']","['poppy', 'gragas', 'akali', 'kled', 'vladimir']","['70', '67.35', '66.32', '66.29', '64.71']","['50', '49', '190', '89', '34']",singed,bronze,top
,"['shen', 'ornn', 'riven', 'volibear', 'akali']","['40', '40.38', '40.63', '41.86', '42.37']","['30', '52', '64', '86', '59']","['camille', 'teemo', 'gwen', 'sett', 'drmundo']","['63.01', '60.94', '59.38', '58.97', '58.82']","['73', '128', '64', '156', '68']",zac,bronze,top
2,"['yorick', 'kayle', 'mordekaiser', 'teemo', 'sion']","['44.08', '47.06', '47.24', '47.31', '47.72']","['2366', '1834', '4428', '3340', '1207']","['gragas', 'sylas', 'camille', 'renekton', 'riven']","['62.7', '62.54', '59.96', '59.83', '58.24']","['185', '331', '1059', '1556', '1401']",illaoi,bronze,top
3,"['drmundo', 'singed', 'trundle', 'fiora', 'garen']","['44.25', '45.45', '45.73', '46.19', '46.27']","['522', '242', '1885', '762', '1567']","['vladimir', 'pantheon', 'akali', 'rumble', 'ksante']","['66.67', '61.29', '60.5', '58.88', '56.87']","['75', '341', '362', '321', '415']",ornn,bronze,top
3,"['drmundo', 'trundle', 'kayle', 'ornn', 'sion']","['42.53', '45.48', '45.56', '46.46', '46.68']","['696', '1704', '755', '551', '557']","['jayce', 'akali', 'kennen', 'vayne', 'yasuo']","['61.11', '60.4', '59.91', '59.29', '59.24']","['306', '447', '232', '280', '498']",urgot,bronze,top
1,"['tahmkench', 'singed', 'varus', 'illaoi', 'urgot']","['47.54', '47.64', '48.11', '48.17', '48.55']","['1588', '657', '397', '3515', '1312']","['kennen', 'gragas', 'vayne', 'heimerdinger', 'ksante']","['60.68', '60.1', '58.38', '58.08', '57.84']","['679', '198', '973', '613', '861']",nasus,bronze,top
,"['singed', 'yorick', 'warwick', 'olaf', 'shen']","['32.35', '37.27', '37.78', '38.71', '41.03']","['34', '161', '45', '62', '39']","['ksante', 'pantheon', 'malphite', 'camille', 'gnar']","['66.07', '64.71', '61.64', '59.74', '58.18']","['56', '68', '159', '77', '55']",swain,bronze,top
1,"['kayle', 'trundle', 'teemo', 'yorick', 'volibear']","['46.78', '48.31', '49.12', '49.28', '49.65']","['2999', '7280', '5822', '3111', '2874']","['poppy', 'sylas', 'ksante', 'gragas', 'riven']","['59.25', '58.93', '58.86', '58.77', '58.39']","['400', '487', '1349', '342', '2091']",garen,bronze,top
2,"['garen', 'illaoi', 'singed', 'drmundo', 'malphite']","['42.32', '43.18', '44.5', '44.87', '45.74']","['7495', '4152', '800', '2454', '3404']","['camille', 'sylas', 'ksante', 'irelia', 'rumble']","['55.56', '55.4', '55.34', '55.28', '55.23']","['1528', '500', '1283', '2044', '1032']",jax,bronze,top
2,"['chogath', 'tryndamere', 'drmundo', 'nasus', 'trundle']","['45.87', '46', '46.56', '47.3', '48.44']","['606', '950', '683', '2057', '2312']","['gwen', 'gragas', 'poppy', 'sylas', 'kennen']","['60.58', '58.67', '58.6', '57.81', '57.48']","['652', '150', '186', '237', '301']",kayle,bronze,top
4,"['singed', 'trundle', 'tryndamere', 'garen', 'kayle']","['33.71', '43.51', '43.87', '44.52', '44.71']","['89', '724', '253', '620', '255']","['vladimir', 'kennen', 'rumble', 'sylas', 'akali']","['66.67', '65.38', '60.87', '60.42', '60.24']","['45', '78', '115', '48', '166']",kled,bronze,top
2,"['sion', 'chogath', 'yorick', 'poppy', 'drmundo']","['43.42', '45.65', '46.52', '46.88', '46.99']","['2089', '1932', '2891', '288', '1843']","['vayne', 'gnar', 'gragas', 'quinn', 'sylas']","['58.92', '57.17', '57.09', '56.82', '56.34']","['813', '1011', '275', '873', '410']",teemo,bronze,top
3,"['heimerdinger', 'trundle', 'malphite', 'kayle', 'urgot']","['41.39', '45.84', '46.56', '47.33', '47.35']","['273', '2655', '1701', '860', '773']","['ksante', 'sylas', 'yasuo', 'gragas', 'chogath']","['58.96', '57.33', '54.94', '54.74', '54.63']","['636', '225', '708', '137', '800']",fiora,bronze,top
,"['sett', 'garen', 'aatrox', 'jax', 'trundle']","['28.3', '33.33', '34.88', '37.93', '46.15']","['53', '42', '43', '58', '52']","['teemo', 'yone', 'nasus', 'darius']","['60.71', '57.41', '56.52', '56.36']","['84', '54', '46', '55']",karthus,bronze,top
1,['teemo'],['48.63'],['5439'],"['gragas', 'olaf', 'ksante', 'irelia', 'poppy']","['60.5', '59.38', '58.75', '58.59', '58.27']","['362', '1674', '1445', '2125', '635']",trundle,bronze,top
2,"['drmundo', 'ornn', 'chogath', 'mordekaiser', 'sion']","['41.23', '44.7', '44.93', '45.46', '45.9']","['1334', '1114', '1055', '2675', '1074']","['quinn', 'vayne', 'kennen', 'varus', 'jayce']","['60.72', '60.02', '58.01', '57.81', '56.82']","['751', '848', '543', '301', '1341']",malphite,bronze,top
,[],[],[],[],[],[],reksai,bronze,top
,"['riven', 'volibear', 'yasuo', 'malphite', 'sett']","['33.33', '36.36', '40', '40.98', '44.44']","['30', '33', '35', '61', '99']","['illaoi', 'fiora', 'mordekaiser', 'kayle', 'chogath']","['70.77', '65.71', '61.9', '60.47', '60']","['65', '35', '63', '43', '30']",aurelionsol,bronze,top
,"['yorick', 'kayle', 'aatrox', 'yasuo', 'mordekaiser']","['32.43', '34.69', '40.18', '41.67', '42.71']","['74', '49', '112', '48', '96']","['ksante', 'akali', 'sion', 'renekton', 'jax']","['72.97', '67.39', '56.86', '56.25', '56.16']","['37', '46', '51', '48', '146']",neeko,bronze,top
5,"['vladimir', 'warwick', 'quinn', 'illaoi', 'kled']","['34.38', '34.62', '36.25', '37.46', '39.58']","['32', '78', '80', '331', '48']","['rumble', 'kennen', 'ksante', 'riven', 'gwen']","['58.33', '57.89', '55.75', '54.71', '54.6']","['108', '114', '113', '170', '163']",sylas,bronze,top
3,"['drmundo', 'singed', 'mordekaiser', 'ornn', 'trundle']","['45.51', '46.31', '46.58', '46.67', '47.41']","['635', '298', '1460', '495', '1953']","['jayce', 'poppy', 'varus', 'akali', 'quinn']","['60.97', '60.91', '59.26', '58.79', '56.86']","['351', '110', '162', '461', '204']",sion,bronze,top
4,"['malphite', 'nasus', 'singed', 'tahmkench', 'warwick']","['43.17', '43.3', '44.52', '44.72', '44.93']","['1888', '2053', '310', '890', '454']","['varus', 'rumble', 'kennen', 'gangplank', 'sylas']","['58.86', '57.64', '57.14', '56.94', '56.92']","['158', '432', '266', '641', '195']",tryndamere,bronze,top
4,"['trundle', 'kled', 'drmundo', 'kayle', 'garen']","['40.62', '40.8', '43.67', '43.83', '44.62']","['1669', '174', '490', '470', '1515']","['jayce', 'warwick', 'ksante', 'rumble', 'poppy']","['60.66', '57.02', '56.77', '55.94', '55.83']","['305', '235', '266', '286', '120']",olaf,bronze,top
2,"['singed', 'nasus', 'drmundo', 'trundle', 'kayle']","['45.2', '45.52', '46.18', '46.18', '46.35']","['646', '3629', '1663', '5910', '1629']","['yasuo', 'sylas', 'rumble', 'gangplank', 'ksante']","['57.74', '56.78', '56.66', '56.29', '55.35']","['1557', '435', '916', '977', '1028']",sett,bronze,top
,"['chogath', 'warwick', 'tahmkench', 'yorick', 'trundle']","['33.33', '38.64', '38.71', '38.75', '40.49']","['33', '44', '62', '80', '247']","['vayne', 'gnar', 'gwen', 'akali', 'pantheon']","['66.67', '62.26', '60.32', '58.57', '57.14']","['30', '53', '63', '70', '49']",rengar,bronze,top
2,"['warwick', 'yorick', 'trundle', 'kled', 'illaoi']","['47.31', '47.54', '47.7', '48.44', '48.56']","['334', '936', '2235', '225', '1318']","['gragas', 'kennen', 'jayce', 'malphite', 'ksante']","['70.93', '64.17', '59.32', '58.81', '58.73']","['86', '321', '381', '1333', '361']",drmundo,bronze,top
,"['kennen', 'teemo', 'akali', 'aatrox', 'quinn']","['43.48', '45.56', '45.71', '45.81', '47.92']","['46', '270', '70', '227', '48']","['sylas', 'camille', 'pantheon', 'gnar', 'gangplank']","['66.67', '64.95', '58.9', '58.49', '58.06']","['33', '97', '73', '53', '62']",lillia,bronze,top
